"STATISTIC","Statistic Label","TLIST(W1)","Year","C03910V04662","Transport Traffic Site","C01198V01436","Weeks of the year","UNIT","VALUE"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","14","Week 14","Number","37786"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","15","Week 15","Number","45445"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","16","Week 16","Number","46328"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","17","Week 17","Number","46462"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","18","Week 18","Number","40408"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","19","Week 19","Number","46449"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","20","Week 20","Number","46268"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","21","Week 21","Number","46158"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","22","Week 22","Number","46647"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","23","Week 23","Number","41210"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","24","Week 24","Number","46322"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","25","Week 25","Number","45761"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","26","Week 26","Number","45649"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","27","Week 27","Number","46107"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","28","Week 28","Number","45397"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","29","Week 29","Number","44981"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","30","Week 30","Number","43547"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","31","Week 31","Number","38145"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","32","Week 32","Number","44557"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","33","Week 33","Number","44647"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","34","Week 34","Number","44654"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","35","Week 35","Number","45329"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","36","Week 36","Number","45227"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","37","Week 37","Number","45640"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","38","Week 38","Number","45938"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","39","Week 39","Number","46128"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","40","Week 40","Number","46700"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","41","Week 41","Number","47617"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","42","Week 42","Number","46750"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","43","Week 43","Number","41012"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","44","Week 44","Number","46894"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","45","Week 45","Number","46861"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","46","Week 46","Number","47700"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","47","Week 47","Number","46614"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","48","Week 48","Number","48297"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","49","Week 49","Number","45260"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","50","Week 50","Number","47818"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","51","Week 51","Number","33504"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","52","Week 52","Number","15777"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","10","Selected traffic sites - Dublin","53","Week 53","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","01","Week 01","Number","13374"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","02","Week 02","Number","13761"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","03","Week 03","Number","13799"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","04","Week 04","Number","14094"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","05","Week 05","Number","14553"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","06","Week 06","Number","14612"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","07","Week 07","Number","14476"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","08","Week 08","Number","14672"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","09","Week 09","Number","15436"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","10","Week 10","Number","15222"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","11","Week 11","Number","13867"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","12","Week 12","Number","15774"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","13","Week 13","Number","15453"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","14","Week 14","Number","13836"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","15","Week 15","Number","16280"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","16","Week 16","Number","16345"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","17","Week 17","Number","16579"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","18","Week 18","Number","14643"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","19","Week 19","Number","16748"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","20","Week 20","Number","16371"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","21","Week 21","Number","16443"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","22","Week 22","Number","16796"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","23","Week 23","Number","14626"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","24","Week 24","Number","16269"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","25","Week 25","Number","16297"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","26","Week 26","Number","16114"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","27","Week 27","Number","16092"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","28","Week 28","Number","15997"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","29","Week 29","Number","15813"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","30","Week 30","Number","15406"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","31","Week 31","Number","13551"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","32","Week 32","Number","15669"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","33","Week 33","Number","15908"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","34","Week 34","Number","15824"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","35","Week 35","Number","16005"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","36","Week 36","Number","15950"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","37","Week 37","Number","15945"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","38","Week 38","Number","15944"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","39","Week 39","Number","16043"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","40","Week 40","Number","16134"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","41","Week 41","Number","16176"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","42","Week 42","Number","16171"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","43","Week 43","Number","14185"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","44","Week 44","Number","16149"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","45","Week 45","Number","16389"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","46","Week 46","Number","16464"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","47","Week 47","Number","16533"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","48","Week 48","Number","16786"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","49","Week 49","Number","15625"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","50","Week 50","Number","17098"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","51","Week 51","Number","11688"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","52","Week 52","Number","5535"
"THA22C01","Average weekly volume of heavy goods vehicles","2021","2021","20","Selected traffic sites - Regional","53","Week 53","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","01","Week 01","Number","34009"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","02","Week 02","Number","44586"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","03","Week 03","Number","45715"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","04","Week 04","Number","46219"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","05","Week 05","Number","45819"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","06","Week 06","Number","46563"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","07","Week 07","Number","44740"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","08","Week 08","Number","45218"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","09","Week 09","Number","45455"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","10","Week 10","Number","45538"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","11","Week 11","Number","35046"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","12","Week 12","Number","47233"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","13","Week 13","Number","47237"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","14","Week 14","Number","47330"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","15","Week 15","Number","43375"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","16","Week 16","Number","39152"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","17","Week 17","Number","46564"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","18","Week 18","Number","41037"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","19","Week 19","Number","47155"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","20","Week 20","Number","46836"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","21","Week 21","Number","45781"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","22","Week 22","Number","45243"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","23","Week 23","Number","40520"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","24","Week 24","Number","46559"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","25","Week 25","Number","46125"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","26","Week 26","Number","45337"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","27","Week 27","Number","46805"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","28","Week 28","Number","46436"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","29","Week 29","Number","45768"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","30","Week 30","Number","43846"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","31","Week 31","Number","39687"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","32","Week 32","Number","44689"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","33","Week 33","Number","44771"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","34","Week 34","Number","45440"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","35","Week 35","Number","44997"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","36","Week 36","Number","45045"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","37","Week 37","Number","45387"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","38","Week 38","Number","45085"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","39","Week 39","Number","45441"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","40","Week 40","Number","45968"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","41","Week 41","Number","46348"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","42","Week 42","Number","45130"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","43","Week 43","Number","45344"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","44","Week 44","Number","39983"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","45","Week 45","Number","45829"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","46","Week 46","Number","46281"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","47","Week 47","Number","45500"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","48","Week 48","Number","46259"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","49","Week 49","Number","45913"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","50","Week 50","Number","45387"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","51","Week 51","Number","37338"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","52","Week 52","Number","15675"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","10","Selected traffic sites - Dublin","53","Week 53","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","01","Week 01","Number","11768"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","02","Week 02","Number","15405"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","03","Week 03","Number","15987"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","04","Week 04","Number","16127"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","05","Week 05","Number","16168"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","06","Week 06","Number","16011"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","07","Week 07","Number","15320"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","08","Week 08","Number","15826"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","09","Week 09","Number","16615"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","10","Week 10","Number","16509"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","11","Week 11","Number","12669"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","12","Week 12","Number","17033"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","13","Week 13","Number","16651"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","14","Week 14","Number","16774"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","15","Week 15","Number","15925"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","16","Week 16","Number","14247"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","17","Week 17","Number","16875"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","18","Week 18","Number","15022"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","19","Week 19","Number","16821"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","20","Week 20","Number","16746"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","21","Week 21","Number","16588"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","22","Week 22","Number","16658"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","23","Week 23","Number","14636"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","24","Week 24","Number","16612"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","25","Week 25","Number","16320"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","26","Week 26","Number","16125"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","27","Week 27","Number","16230"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","28","Week 28","Number","16210"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","29","Week 29","Number","16102"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","30","Week 30","Number","15812"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","31","Week 31","Number","14066"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","32","Week 32","Number","16292"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","33","Week 33","Number","16004"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","34","Week 34","Number","16340"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","35","Week 35","Number","16122"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","36","Week 36","Number","16252"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","37","Week 37","Number","16230"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","38","Week 38","Number","16286"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","39","Week 39","Number","16278"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","40","Week 40","Number","16528"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","41","Week 41","Number","16420"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","42","Week 42","Number","16122"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","43","Week 43","Number","16284"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","44","Week 44","Number","14139"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","45","Week 45","Number","16136"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","46","Week 46","Number","16216"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","47","Week 47","Number","16229"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","48","Week 48","Number","16569"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","49","Week 49","Number","16819"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","50","Week 50","Number","16449"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","51","Week 51","Number","13615"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","52","Week 52","Number","5272"
"THA22C01","Average weekly volume of heavy goods vehicles","2022","2022","20","Selected traffic sites - Regional","53","Week 53","Number",""
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","01","Week 01","Number","32580"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","02","Week 02","Number","41760"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","03","Week 03","Number","43066"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","04","Week 04","Number","43643"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","05","Week 05","Number","44680"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","06","Week 06","Number","40400"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","07","Week 07","Number","44726"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","08","Week 08","Number","45420"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","09","Week 09","Number","45397"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","10","Week 10","Number","45677"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","11","Week 11","Number","39677"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","12","Week 12","Number","45010"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","13","Week 13","Number","45228"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","14","Week 14","Number","43786"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","15","Week 15","Number","39018"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","16","Week 16","Number","45385"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","17","Week 17","Number","45684"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","18","Week 18","Number","41291"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","19","Week 19","Number","46021"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","20","Week 20","Number","46246"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","21","Week 21","Number","46779"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","22","Week 22","Number","46249"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","23","Week 23","Number","42231"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","24","Week 24","Number","46286"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","25","Week 25","Number","46420"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","26","Week 26","Number","46141"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","27","Week 27","Number","46185"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","28","Week 28","Number","44389"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","29","Week 29","Number","44762"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","30","Week 30","Number","43547"
"THA22C01","Average weekly volume of heavy goods vehicles","2023","2023","10","Selected traffic sites - Dublin","31","Week 31","Number","43192"
