"STATISTIC","Statistic Label","TLIST(W1)","Year","C03910V04662","Transport Traffic Site","C01198V01436","Weeks of the year","UNIT","VALUE"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","35","Week 35","Number","197990"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","36","Week 36","Number","199974"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","37","Week 37","Number","195880"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","38","Week 38","Number","196820"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","39","Week 39","Number","194883"
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","40","Week 40","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","41","Week 41","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","42","Week 42","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","43","Week 43","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","44","Week 44","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","45","Week 45","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","46","Week 46","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","47","Week 47","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","48","Week 48","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","49","Week 49","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","50","Week 50","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","51","Week 51","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","52","Week 52","Number",""
"THA21C01","Average weekly volume of cars","2023","2023","20","Selected traffic sites - Regional","53","Week 53","Number",""
