"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03424V04122","Local Authority","C03122V03774","Type of Carriageway","UNIT","VALUE"
"NRA03","National Route Length","2020","2020","05","Laois","-","All Carriage ways","Number","168"
"NRA03","National Route Length","2020","2020","05","Laois","01","Motorway","Number","67"
"NRA03","National Route Length","2020","2020","05","Laois","03","Single","Number","101"
"NRA03","National Route Length","2020","2020","05","Laois","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","05","Laois","05","Dual carriageway","Number",""
"NRA03","National Route Length","2020","2020","06","Longford","-","All Carriage ways","Number","97"
"NRA03","National Route Length","2020","2020","06","Longford","01","Motorway","Number",""
"NRA03","National Route Length","2020","2020","06","Longford","03","Single","Number","97"
"NRA03","National Route Length","2020","2020","06","Longford","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","06","Longford","05","Dual carriageway","Number","0"
"NRA03","National Route Length","2020","2020","07","Louth","-","All Carriage ways","Number","98"
"NRA03","National Route Length","2020","2020","07","Louth","01","Motorway","Number","40"
"NRA03","National Route Length","2020","2020","07","Louth","03","Single","Number","49"
"NRA03","National Route Length","2020","2020","07","Louth","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","07","Louth","05","Dual carriageway","Number","9"
"NRA03","National Route Length","2020","2020","08","Meath","-","All Carriage ways","Number","204"
"NRA03","National Route Length","2020","2020","08","Meath","01","Motorway","Number","88"
"NRA03","National Route Length","2020","2020","08","Meath","03","Single","Number","104"
"NRA03","National Route Length","2020","2020","08","Meath","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","08","Meath","05","Dual carriageway","Number","12"
"NRA03","National Route Length","2020","2020","09","Offaly","-","All Carriage ways","Number","116"
"NRA03","National Route Length","2020","2020","09","Offaly","01","Motorway","Number","15"
"NRA03","National Route Length","2020","2020","09","Offaly","03","Single","Number","101"
"NRA03","National Route Length","2020","2020","09","Offaly","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","09","Offaly","05","Dual carriageway","Number",""
"NRA03","National Route Length","2020","2020","10","Westmeath","-","All Carriage ways","Number","175"
"NRA03","National Route Length","2020","2020","10","Westmeath","01","Motorway","Number","56"
"NRA03","National Route Length","2020","2020","10","Westmeath","03","Single","Number","101"
"NRA03","National Route Length","2020","2020","10","Westmeath","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","10","Westmeath","05","Dual carriageway","Number","18"
"NRA03","National Route Length","2020","2020","11","Wexford","-","All Carriage ways","Number","166"
"NRA03","National Route Length","2020","2020","11","Wexford","01","Motorway","Number","47"
"NRA03","National Route Length","2020","2020","11","Wexford","03","Single","Number","114"
"NRA03","National Route Length","2020","2020","11","Wexford","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","11","Wexford","05","Dual carriageway","Number","4"
"NRA03","National Route Length","2020","2020","12","Wicklow","-","All Carriage ways","Number","94"
"NRA03","National Route Length","2020","2020","12","Wicklow","01","Motorway","Number","36"
"NRA03","National Route Length","2020","2020","12","Wicklow","03","Single","Number","40"
"NRA03","National Route Length","2020","2020","12","Wicklow","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","12","Wicklow","05","Dual carriageway","Number","18"
"NRA03","National Route Length","2020","2020","13","Clare","-","All Carriage ways","Number","233"
"NRA03","National Route Length","2020","2020","13","Clare","01","Motorway","Number","32"
"NRA03","National Route Length","2020","2020","13","Clare","03","Single","Number","182"
"NRA03","National Route Length","2020","2020","13","Clare","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","13","Clare","05","Dual carriageway","Number","20"
"NRA03","National Route Length","2020","2020","14","Cork","-","All Carriage ways","Number","520"
"NRA03","National Route Length","2020","2020","14","Cork","01","Motorway","Number","49"
"NRA03","National Route Length","2020","2020","14","Cork","03","Single","Number","408"
"NRA03","National Route Length","2020","2020","14","Cork","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","14","Cork","05","Dual carriageway","Number","63"
"NRA03","National Route Length","2020","2020","15","Kerry","-","All Carriage ways","Number","425"
"NRA03","National Route Length","2020","2020","15","Kerry","01","Motorway","Number",""
"NRA03","National Route Length","2020","2020","15","Kerry","03","Single","Number","414"
"NRA03","National Route Length","2020","2020","15","Kerry","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","15","Kerry","05","Dual carriageway","Number","11"
"NRA03","National Route Length","2020","2020","16","Limerick","-","All Carriage ways","Number","192"
"NRA03","National Route Length","2020","2020","16","Limerick","01","Motorway","Number","27"
"NRA03","National Route Length","2020","2020","16","Limerick","03","Single","Number","156"
"NRA03","National Route Length","2020","2020","16","Limerick","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","16","Limerick","05","Dual carriageway","Number","9"
"NRA03","National Route Length","2020","2020","17","Tipperary","-","All Carriage ways","Number","336"
"NRA03","National Route Length","2020","2020","17","Tipperary","01","Motorway","Number","122"
"NRA03","National Route Length","2020","2020","17","Tipperary","03","Single","Number","210"
"NRA03","National Route Length","2020","2020","17","Tipperary","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","17","Tipperary","05","Dual carriageway","Number","3"
"NRA03","National Route Length","2020","2020","18","Waterford","-","All Carriage ways","Number","107"
"NRA03","National Route Length","2020","2020","18","Waterford","01","Motorway","Number",""
"NRA03","National Route Length","2020","2020","18","Waterford","03","Single","Number","97"
"NRA03","National Route Length","2020","2020","18","Waterford","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","18","Waterford","05","Dual carriageway","Number","10"
"NRA03","National Route Length","2020","2020","19","Galway","-","All Carriage ways","Number","449"
"NRA03","National Route Length","2020","2020","19","Galway","01","Motorway","Number","114"
"NRA03","National Route Length","2020","2020","19","Galway","03","Single","Number","315"
"NRA03","National Route Length","2020","2020","19","Galway","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","19","Galway","05","Dual carriageway","Number","20"
"NRA03","National Route Length","2020","2020","20","Leitrim","-","All Carriage ways","Number","56"
"NRA03","National Route Length","2020","2020","20","Leitrim","01","Motorway","Number",""
"NRA03","National Route Length","2020","2020","20","Leitrim","03","Single","Number","49"
"NRA03","National Route Length","2020","2020","20","Leitrim","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","20","Leitrim","05","Dual carriageway","Number","7"
"NRA03","National Route Length","2020","2020","21","Mayo","-","All Carriage ways","Number","397"
"NRA03","National Route Length","2020","2020","21","Mayo","01","Motorway","Number",""
"NRA03","National Route Length","2020","2020","21","Mayo","03","Single","Number","397"
"NRA03","National Route Length","2020","2020","21","Mayo","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","21","Mayo","05","Dual carriageway","Number",""
"NRA03","National Route Length","2020","2020","22","Roscommon","-","All Carriage ways","Number","247"
"NRA03","National Route Length","2020","2020","22","Roscommon","01","Motorway","Number","21"
"NRA03","National Route Length","2020","2020","22","Roscommon","03","Single","Number","225"
"NRA03","National Route Length","2020","2020","22","Roscommon","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","22","Roscommon","05","Dual carriageway","Number","1"
"NRA03","National Route Length","2020","2020","23","Sligo","-","All Carriage ways","Number","153"
"NRA03","National Route Length","2020","2020","23","Sligo","01","Motorway","Number",""
"NRA03","National Route Length","2020","2020","23","Sligo","03","Single","Number","141"
"NRA03","National Route Length","2020","2020","23","Sligo","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","23","Sligo","05","Dual carriageway","Number","13"
"NRA03","National Route Length","2020","2020","24","Cavan","-","All Carriage ways","Number","123"
"NRA03","National Route Length","2020","2020","24","Cavan","01","Motorway","Number",""
"NRA03","National Route Length","2020","2020","24","Cavan","03","Single","Number","123"
"NRA03","National Route Length","2020","2020","24","Cavan","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","24","Cavan","05","Dual carriageway","Number",""
"NRA03","National Route Length","2020","2020","25","Donegal","-","All Carriage ways","Number","303"
"NRA03","National Route Length","2020","2020","25","Donegal","01","Motorway","Number",""
"NRA03","National Route Length","2020","2020","25","Donegal","03","Single","Number","298"
"NRA03","National Route Length","2020","2020","25","Donegal","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","25","Donegal","05","Dual carriageway","Number","6"
"NRA03","National Route Length","2020","2020","26","Monaghan","-","All Carriage ways","Number","105"
"NRA03","National Route Length","2020","2020","26","Monaghan","01","Motorway","Number",""
"NRA03","National Route Length","2020","2020","26","Monaghan","03","Single","Number","90"
"NRA03","National Route Length","2020","2020","26","Monaghan","04","Two plus one","Number",""
"NRA03","National Route Length","2020","2020","26","Monaghan","05","Dual carriageway","Number","15"
"NRA03","National Route Length","2021","2021","-","All licensing authorities","-","All Carriage ways","Number","5294"
"NRA03","National Route Length","2021","2021","-","All licensing authorities","01","Motorway","Number","995"
"NRA03","National Route Length","2021","2021","-","All licensing authorities","03","Single","Number","3966"
"NRA03","National Route Length","2021","2021","-","All licensing authorities","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","-","All licensing authorities","05","Dual carriageway","Number","332"
"NRA03","National Route Length","2021","2021","01","Carlow","-","All Carriage ways","Number","78"
"NRA03","National Route Length","2021","2021","01","Carlow","01","Motorway","Number","24"
"NRA03","National Route Length","2021","2021","01","Carlow","03","Single","Number","54"
"NRA03","National Route Length","2021","2021","01","Carlow","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","01","Carlow","05","Dual carriageway","Number","0"
"NRA03","National Route Length","2021","2021","02","Dublin","-","All Carriage ways","Number","132"
"NRA03","National Route Length","2021","2021","02","Dublin","01","Motorway","Number","82"
"NRA03","National Route Length","2021","2021","02","Dublin","03","Single","Number","10"
"NRA03","National Route Length","2021","2021","02","Dublin","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","02","Dublin","05","Dual carriageway","Number","40"
"NRA03","National Route Length","2021","2021","03","Kildare","-","All Carriage ways","Number","134"
"NRA03","National Route Length","2021","2021","03","Kildare","01","Motorway","Number","108"
"NRA03","National Route Length","2021","2021","03","Kildare","03","Single","Number","17"
"NRA03","National Route Length","2021","2021","03","Kildare","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","03","Kildare","05","Dual carriageway","Number","8"
"NRA03","National Route Length","2021","2021","04","Kilkenny","-","All Carriage ways","Number","192"
"NRA03","National Route Length","2021","2021","04","Kilkenny","01","Motorway","Number","68"
"NRA03","National Route Length","2021","2021","04","Kilkenny","03","Single","Number","106"
"NRA03","National Route Length","2021","2021","04","Kilkenny","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","04","Kilkenny","05","Dual carriageway","Number","18"
"NRA03","National Route Length","2021","2021","05","Laois","-","All Carriage ways","Number","168"
"NRA03","National Route Length","2021","2021","05","Laois","01","Motorway","Number","67"
"NRA03","National Route Length","2021","2021","05","Laois","03","Single","Number","101"
"NRA03","National Route Length","2021","2021","05","Laois","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","05","Laois","05","Dual carriageway","Number","0"
"NRA03","National Route Length","2021","2021","06","Longford","-","All Carriage ways","Number","97"
"NRA03","National Route Length","2021","2021","06","Longford","01","Motorway","Number","0"
"NRA03","National Route Length","2021","2021","06","Longford","03","Single","Number","97"
"NRA03","National Route Length","2021","2021","06","Longford","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","06","Longford","05","Dual carriageway","Number","0"
"NRA03","National Route Length","2021","2021","07","Louth","-","All Carriage ways","Number","98"
"NRA03","National Route Length","2021","2021","07","Louth","01","Motorway","Number","40"
"NRA03","National Route Length","2021","2021","07","Louth","03","Single","Number","49"
"NRA03","National Route Length","2021","2021","07","Louth","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","07","Louth","05","Dual carriageway","Number","9"
"NRA03","National Route Length","2021","2021","08","Meath","-","All Carriage ways","Number","204"
"NRA03","National Route Length","2021","2021","08","Meath","01","Motorway","Number","88"
"NRA03","National Route Length","2021","2021","08","Meath","03","Single","Number","104"
"NRA03","National Route Length","2021","2021","08","Meath","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","08","Meath","05","Dual carriageway","Number","12"
"NRA03","National Route Length","2021","2021","09","Offaly","-","All Carriage ways","Number","116"
"NRA03","National Route Length","2021","2021","09","Offaly","01","Motorway","Number","15"
"NRA03","National Route Length","2021","2021","09","Offaly","03","Single","Number","101"
"NRA03","National Route Length","2021","2021","09","Offaly","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","09","Offaly","05","Dual carriageway","Number","0"
"NRA03","National Route Length","2021","2021","10","Westmeath","-","All Carriage ways","Number","175"
"NRA03","National Route Length","2021","2021","10","Westmeath","01","Motorway","Number","56"
"NRA03","National Route Length","2021","2021","10","Westmeath","03","Single","Number","101"
"NRA03","National Route Length","2021","2021","10","Westmeath","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","10","Westmeath","05","Dual carriageway","Number","18"
"NRA03","National Route Length","2021","2021","11","Wexford","-","All Carriage ways","Number","166"
"NRA03","National Route Length","2021","2021","11","Wexford","01","Motorway","Number","47"
"NRA03","National Route Length","2021","2021","11","Wexford","03","Single","Number","102"
"NRA03","National Route Length","2021","2021","11","Wexford","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","11","Wexford","05","Dual carriageway","Number","16"
"NRA03","National Route Length","2021","2021","12","Wicklow","-","All Carriage ways","Number","93"
"NRA03","National Route Length","2021","2021","12","Wicklow","01","Motorway","Number","36"
"NRA03","National Route Length","2021","2021","12","Wicklow","03","Single","Number","39"
"NRA03","National Route Length","2021","2021","12","Wicklow","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","12","Wicklow","05","Dual carriageway","Number","18"
"NRA03","National Route Length","2021","2021","13","Clare","-","All Carriage ways","Number","232"
"NRA03","National Route Length","2021","2021","13","Clare","01","Motorway","Number","32"
"NRA03","National Route Length","2021","2021","13","Clare","03","Single","Number","181"
"NRA03","National Route Length","2021","2021","13","Clare","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","13","Clare","05","Dual carriageway","Number","20"
"NRA03","National Route Length","2021","2021","14","Cork","-","All Carriage ways","Number","517"
"NRA03","National Route Length","2021","2021","14","Cork","01","Motorway","Number","49"
"NRA03","National Route Length","2021","2021","14","Cork","03","Single","Number","405"
"NRA03","National Route Length","2021","2021","14","Cork","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","14","Cork","05","Dual carriageway","Number","63"
"NRA03","National Route Length","2021","2021","15","Kerry","-","All Carriage ways","Number","424"
"NRA03","National Route Length","2021","2021","15","Kerry","01","Motorway","Number","0"
"NRA03","National Route Length","2021","2021","15","Kerry","03","Single","Number","413"
"NRA03","National Route Length","2021","2021","15","Kerry","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","15","Kerry","05","Dual carriageway","Number","11"
"NRA03","National Route Length","2021","2021","16","Limerick","-","All Carriage ways","Number","192"
"NRA03","National Route Length","2021","2021","16","Limerick","01","Motorway","Number","27"
"NRA03","National Route Length","2021","2021","16","Limerick","03","Single","Number","156"
"NRA03","National Route Length","2021","2021","16","Limerick","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","16","Limerick","05","Dual carriageway","Number","9"
"NRA03","National Route Length","2021","2021","17","Tipperary","-","All Carriage ways","Number","336"
"NRA03","National Route Length","2021","2021","17","Tipperary","01","Motorway","Number","122"
"NRA03","National Route Length","2021","2021","17","Tipperary","03","Single","Number","210"
"NRA03","National Route Length","2021","2021","17","Tipperary","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","17","Tipperary","05","Dual carriageway","Number","3"
"NRA03","National Route Length","2021","2021","18","Waterford","-","All Carriage ways","Number","107"
"NRA03","National Route Length","2021","2021","18","Waterford","01","Motorway","Number","0"
"NRA03","National Route Length","2021","2021","18","Waterford","03","Single","Number","97"
"NRA03","National Route Length","2021","2021","18","Waterford","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","18","Waterford","05","Dual carriageway","Number","10"
"NRA03","National Route Length","2021","2021","19","Galway","-","All Carriage ways","Number","449"
"NRA03","National Route Length","2021","2021","19","Galway","01","Motorway","Number","114"
"NRA03","National Route Length","2021","2021","19","Galway","03","Single","Number","315"
"NRA03","National Route Length","2021","2021","19","Galway","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","19","Galway","05","Dual carriageway","Number","20"
"NRA03","National Route Length","2021","2021","20","Leitrim","-","All Carriage ways","Number","56"
"NRA03","National Route Length","2021","2021","20","Leitrim","01","Motorway","Number","0"
"NRA03","National Route Length","2021","2021","20","Leitrim","03","Single","Number","49"
"NRA03","National Route Length","2021","2021","20","Leitrim","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","20","Leitrim","05","Dual carriageway","Number","7"
"NRA03","National Route Length","2021","2021","21","Mayo","-","All Carriage ways","Number","397"
"NRA03","National Route Length","2021","2021","21","Mayo","01","Motorway","Number","0"
"NRA03","National Route Length","2021","2021","21","Mayo","03","Single","Number","397"
"NRA03","National Route Length","2021","2021","21","Mayo","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","21","Mayo","05","Dual carriageway","Number","0"
"NRA03","National Route Length","2021","2021","22","Roscommon","-","All Carriage ways","Number","247"
"NRA03","National Route Length","2021","2021","22","Roscommon","01","Motorway","Number","21"
"NRA03","National Route Length","2021","2021","22","Roscommon","03","Single","Number","224"
"NRA03","National Route Length","2021","2021","22","Roscommon","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","22","Roscommon","05","Dual carriageway","Number","1"
"NRA03","National Route Length","2021","2021","23","Sligo","-","All Carriage ways","Number","154"
"NRA03","National Route Length","2021","2021","23","Sligo","01","Motorway","Number","0"
"NRA03","National Route Length","2021","2021","23","Sligo","03","Single","Number","127"
"NRA03","National Route Length","2021","2021","23","Sligo","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","23","Sligo","05","Dual carriageway","Number","27"
"NRA03","National Route Length","2021","2021","24","Cavan","-","All Carriage ways","Number","123"
"NRA03","National Route Length","2021","2021","24","Cavan","01","Motorway","Number","0"
"NRA03","National Route Length","2021","2021","24","Cavan","03","Single","Number","123"
"NRA03","National Route Length","2021","2021","24","Cavan","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","24","Cavan","05","Dual carriageway","Number","0"
"NRA03","National Route Length","2021","2021","25","Donegal","-","All Carriage ways","Number","303"
"NRA03","National Route Length","2021","2021","25","Donegal","01","Motorway","Number","0"
"NRA03","National Route Length","2021","2021","25","Donegal","03","Single","Number","297"
"NRA03","National Route Length","2021","2021","25","Donegal","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","25","Donegal","05","Dual carriageway","Number","6"
"NRA03","National Route Length","2021","2021","26","Monaghan","-","All Carriage ways","Number","105"
"NRA03","National Route Length","2021","2021","26","Monaghan","01","Motorway","Number","0"
"NRA03","National Route Length","2021","2021","26","Monaghan","03","Single","Number","90"
"NRA03","National Route Length","2021","2021","26","Monaghan","04","Two plus one","Number",""
"NRA03","National Route Length","2021","2021","26","Monaghan","05","Dual carriageway","Number","15"
"NRA03","National Route Length","2022","2022","-","All licensing authorities","-","All Carriage ways","Number","5293"
"NRA03","National Route Length","2022","2022","-","All licensing authorities","01","Motorway","Number","995"
"NRA03","National Route Length","2022","2022","-","All licensing authorities","03","Single","Number","3966"
"NRA03","National Route Length","2022","2022","-","All licensing authorities","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","-","All licensing authorities","05","Dual carriageway","Number","332"
"NRA03","National Route Length","2022","2022","01","Carlow","-","All Carriage ways","Number","78"
"NRA03","National Route Length","2022","2022","01","Carlow","01","Motorway","Number","24"
"NRA03","National Route Length","2022","2022","01","Carlow","03","Single","Number","54"
"NRA03","National Route Length","2022","2022","01","Carlow","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","01","Carlow","05","Dual carriageway","Number","-"
"NRA03","National Route Length","2022","2022","02","Dublin","-","All Carriage ways","Number","132"
"NRA03","National Route Length","2022","2022","02","Dublin","01","Motorway","Number","82"
"NRA03","National Route Length","2022","2022","02","Dublin","03","Single","Number","10"
"NRA03","National Route Length","2022","2022","02","Dublin","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","02","Dublin","05","Dual carriageway","Number","40"
"NRA03","National Route Length","2022","2022","03","Kildare","-","All Carriage ways","Number","134"
"NRA03","National Route Length","2022","2022","03","Kildare","01","Motorway","Number","108"
"NRA03","National Route Length","2022","2022","03","Kildare","03","Single","Number","17"
"NRA03","National Route Length","2022","2022","03","Kildare","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","03","Kildare","05","Dual carriageway","Number","8"
"NRA03","National Route Length","2022","2022","04","Kilkenny","-","All Carriage ways","Number","192"
"NRA03","National Route Length","2022","2022","04","Kilkenny","01","Motorway","Number","68"
"NRA03","National Route Length","2022","2022","04","Kilkenny","03","Single","Number","108"
"NRA03","National Route Length","2022","2022","04","Kilkenny","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","04","Kilkenny","05","Dual carriageway","Number","17"
"NRA03","National Route Length","2022","2022","05","Laois","-","All Carriage ways","Number","168"
"NRA03","National Route Length","2022","2022","05","Laois","01","Motorway","Number","67"
"NRA03","National Route Length","2022","2022","05","Laois","03","Single","Number","101"
"NRA03","National Route Length","2022","2022","05","Laois","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","05","Laois","05","Dual carriageway","Number","-"
"NRA03","National Route Length","2022","2022","06","Longford","-","All Carriage ways","Number","97"
"NRA03","National Route Length","2022","2022","06","Longford","01","Motorway","Number","-"
"NRA03","National Route Length","2022","2022","06","Longford","03","Single","Number","97"
"NRA03","National Route Length","2022","2022","06","Longford","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","06","Longford","05","Dual carriageway","Number","0"
"NRA03","National Route Length","2022","2022","07","Louth","-","All Carriage ways","Number","98"
"NRA03","National Route Length","2022","2022","07","Louth","01","Motorway","Number","40"
"NRA03","National Route Length","2022","2022","07","Louth","03","Single","Number","49"
"NRA03","National Route Length","2022","2022","07","Louth","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","07","Louth","05","Dual carriageway","Number","9"
"NRA03","National Route Length","2022","2022","08","Meath","-","All Carriage ways","Number","204"
"NRA03","National Route Length","2022","2022","08","Meath","01","Motorway","Number","88"
"NRA03","National Route Length","2022","2022","08","Meath","03","Single","Number","104"
"NRA03","National Route Length","2022","2022","08","Meath","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","08","Meath","05","Dual carriageway","Number","12"
"NRA03","National Route Length","2022","2022","09","Offaly","-","All Carriage ways","Number","116"
"NRA03","National Route Length","2022","2022","09","Offaly","01","Motorway","Number","15"
"NRA03","National Route Length","2022","2022","09","Offaly","03","Single","Number","101"
"NRA03","National Route Length","2022","2022","09","Offaly","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","09","Offaly","05","Dual carriageway","Number","-"
"NRA03","National Route Length","2022","2022","10","Westmeath","-","All Carriage ways","Number","175"
"NRA03","National Route Length","2022","2022","10","Westmeath","01","Motorway","Number","56"
"NRA03","National Route Length","2022","2022","10","Westmeath","03","Single","Number","101"
"NRA03","National Route Length","2022","2022","10","Westmeath","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","10","Westmeath","05","Dual carriageway","Number","18"
"NRA03","National Route Length","2022","2022","11","Wexford","-","All Carriage ways","Number","166"
"NRA03","National Route Length","2022","2022","11","Wexford","01","Motorway","Number","47"
"NRA03","National Route Length","2022","2022","11","Wexford","03","Single","Number","102"
"NRA03","National Route Length","2022","2022","11","Wexford","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","11","Wexford","05","Dual carriageway","Number","17"
"NRA03","National Route Length","2022","2022","12","Wicklow","-","All Carriage ways","Number","93"
"NRA03","National Route Length","2022","2022","12","Wicklow","01","Motorway","Number","36"
"NRA03","National Route Length","2022","2022","12","Wicklow","03","Single","Number","39"
"NRA03","National Route Length","2022","2022","12","Wicklow","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","12","Wicklow","05","Dual carriageway","Number","18"
"NRA03","National Route Length","2022","2022","13","Clare","-","All Carriage ways","Number","232"
"NRA03","National Route Length","2022","2022","13","Clare","01","Motorway","Number","32"
"NRA03","National Route Length","2022","2022","13","Clare","03","Single","Number","181"
"NRA03","National Route Length","2022","2022","13","Clare","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","13","Clare","05","Dual carriageway","Number","20"
"NRA03","National Route Length","2022","2022","14","Cork","-","All Carriage ways","Number","516"
"NRA03","National Route Length","2022","2022","14","Cork","01","Motorway","Number","49"
"NRA03","National Route Length","2022","2022","14","Cork","03","Single","Number","404"
"NRA03","National Route Length","2022","2022","14","Cork","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","14","Cork","05","Dual carriageway","Number","63"
"NRA03","National Route Length","2022","2022","15","Kerry","-","All Carriage ways","Number","424"
"NRA03","National Route Length","2022","2022","15","Kerry","01","Motorway","Number","-"
"NRA03","National Route Length","2022","2022","15","Kerry","03","Single","Number","413"
"NRA03","National Route Length","2022","2022","15","Kerry","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","15","Kerry","05","Dual carriageway","Number","11"
"NRA03","National Route Length","2022","2022","16","Limerick","-","All Carriage ways","Number","192"
"NRA03","National Route Length","2022","2022","16","Limerick","01","Motorway","Number","27"
"NRA03","National Route Length","2022","2022","16","Limerick","03","Single","Number","156"
"NRA03","National Route Length","2022","2022","16","Limerick","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","16","Limerick","05","Dual carriageway","Number","9"
"NRA03","National Route Length","2022","2022","17","Tipperary","-","All Carriage ways","Number","336"
"NRA03","National Route Length","2022","2022","17","Tipperary","01","Motorway","Number","122"
"NRA03","National Route Length","2022","2022","17","Tipperary","03","Single","Number","210"
"NRA03","National Route Length","2022","2022","17","Tipperary","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","17","Tipperary","05","Dual carriageway","Number","3"
"NRA03","National Route Length","2022","2022","18","Waterford","-","All Carriage ways","Number","107"
"NRA03","National Route Length","2022","2022","18","Waterford","01","Motorway","Number","-"
"NRA03","National Route Length","2022","2022","18","Waterford","03","Single","Number","97"
"NRA03","National Route Length","2022","2022","18","Waterford","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","18","Waterford","05","Dual carriageway","Number","10"
"NRA03","National Route Length","2022","2022","19","Galway","-","All Carriage ways","Number","449"
"NRA03","National Route Length","2022","2022","19","Galway","01","Motorway","Number","114"
"NRA03","National Route Length","2022","2022","19","Galway","03","Single","Number","315"
"NRA03","National Route Length","2022","2022","19","Galway","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","19","Galway","05","Dual carriageway","Number","20"
"NRA03","National Route Length","2022","2022","20","Leitrim","-","All Carriage ways","Number","56"
"NRA03","National Route Length","2022","2022","20","Leitrim","01","Motorway","Number","-"
"NRA03","National Route Length","2022","2022","20","Leitrim","03","Single","Number","49"
"NRA03","National Route Length","2022","2022","20","Leitrim","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","20","Leitrim","05","Dual carriageway","Number","7"
"NRA03","National Route Length","2022","2022","21","Mayo","-","All Carriage ways","Number","397"
"NRA03","National Route Length","2022","2022","21","Mayo","01","Motorway","Number","-"
"NRA03","National Route Length","2022","2022","21","Mayo","03","Single","Number","397"
"NRA03","National Route Length","2022","2022","21","Mayo","04","Two plus one","Number","."
"NRA03","National Route Length","2022","2022","21","Mayo","05","Dual carriageway","Number","-"
"NRA03","National Route Length","2022","2022","22","Roscommon","-","All Carriage ways","Number","247"
"NRA03","National Route Length","2022","2022","22","Roscommon","01","Motorway","Number","21"
"NRA03","National Route Length","2022","2022","22","Roscommon","03","Single","Number","224"
