"STATISTIC","Statistic Label","TLIST(W1)","Year","C03132V03784","Luas Line","C01198V01436","Weeks of the year","UNIT","VALUE"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","21","Week 21","Number","343813"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","22","Week 22","Number","329521"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","23","Week 23","Number","379988"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","24","Week 24","Number","425858"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","25","Week 25","Number","432325"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","26","Week 26","Number","440830"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","27","Week 27","Number","415577"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","28","Week 28","Number","396355"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","29","Week 29","Number","403240"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","30","Week 30","Number","408738"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","31","Week 31","Number","340441"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","32","Week 32","Number","336659"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","33","Week 33","Number","381530"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","34","Week 34","Number","405320"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","35","Week 35","Number","411878"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","36","Week 36","Number","432905"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","37","Week 37","Number","445474"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","38","Week 38","Number","498593"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","39","Week 39","Number","500581"
"TII01C01","Passenger Journeys","2023","2023","2","Green line","40","Week 40","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","41","Week 41","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","42","Week 42","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","43","Week 43","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","44","Week 44","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","45","Week 45","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","46","Week 46","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","47","Week 47","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","48","Week 48","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","49","Week 49","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","50","Week 50","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","51","Week 51","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","52","Week 52","Number",""
"TII01C01","Passenger Journeys","2023","2023","2","Green line","53","Week 53","Number",""
