Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Year,Month,Day,DailyChange,PriceTrend
02/08/1983,0,0.786487252,0.779527187,0.779527187,2367600,0,0,1983,8,2,0.779527187,Up
03/08/1983,0,0.793447406,0.786487341,0.786487341,1857200,0,0,1983,8,3,0.786487341,Up
04/08/1983,0,0.772567003,0.76560694,0.76560694,3120800,0,0,1983,8,4,0.76560694,Up
05/08/1983,0,0.765607029,0.758646965,0.758646965,892800,0,0,1983,8,5,0.758646965,Up
08/08/1983,0,0.765607029,0.758646965,0.758646965,766000,0,0,1983,8,8,0.758646965,Up
09/08/1983,0,0.772567003,0.76560694,0.76560694,1203200,0,0,1983,8,9,0.76560694,Up
10/08/1983,0,0.772567003,0.76560694,0.76560694,566000,0,0,1983,8,10,0.76560694,Up
11/08/1983,0,0.744726806,0.737766743,0.737766743,1288400,0,0,1983,8,11,0.737766743,Up
12/08/1983,0,0.744726806,0.737766743,0.737766743,836400,0,0,1983,8,12,0.737766743,Up
15/08/1983,0,0.765607029,0.758646965,0.758646965,1587600,0,0,1983,8,15,0.758646965,Up
16/08/1983,0,0.751687322,0.744727254,0.744727254,604800,0,0,1983,8,16,0.744727254,Up
17/08/1983,0,0.744726806,0.737766743,0.737766743,943200,0,0,1983,8,17,0.737766743,Up
18/08/1983,0,0.737766471,0.73080641,0.73080641,610800,0,0,1983,8,18,0.73080641,Up
19/08/1983,0,0.737766471,0.73080641,0.73080641,218000,0,0,1983,8,19,0.73080641,Up
22/08/1983,0,0.723846824,0.716886759,0.716886759,878400,0,0,1983,8,22,0.716886759,Up
23/08/1983,0,0.682086199,0.675126135,0.675126135,1160800,0,0,1983,8,23,0.675126135,Up
24/08/1983,0,0.66816607,0.661206007,0.661206007,1572000,0,0,1983,8,24,0.661206007,Up
25/08/1983,0,0.661206007,0.661206007,0.661206007,1879600,0,0,1983,8,25,0.661206007,Up
26/08/1983,0,0.661206036,0.654245973,0.654245973,980000,0,0,1983,8,26,0.654245973,Up
29/08/1983,0,0.654246062,0.647285998,0.647285998,580800,0,0,1983,8,29,0.647285998,Up
30/08/1983,0,0.689046413,0.682086349,0.682086349,1639600,0,0,1983,8,30,0.682086349,Up
31/08/1983,0,0.696006267,0.689046204,0.689046204,1528000,0,0,1983,8,31,0.689046204,Up
01/09/1983,0,0.682086199,0.675126135,0.675126135,1487600,0,0,1983,9,1,0.675126135,Up
02/09/1983,0,0.675126104,0.668166041,0.668166041,514800,0,0,1983,9,2,0.668166041,Up
06/09/1983,0,0.689046413,0.682086349,0.682086349,742800,0,0,1983,9,6,0.682086349,Up
07/09/1983,0,0.682086199,0.675126135,0.675126135,684400,0,0,1983,9,7,0.675126135,Up
08/09/1983,0,0.675126104,0.668166041,0.668166041,656000,0,0,1983,9,8,0.668166041,Up
09/09/1983,0,0.654246062,0.647285998,0.647285998,1784400,0,0,1983,9,9,0.647285998,Up
12/09/1983,0,0.633366141,0.626406074,0.626406074,2888800,0,0,1983,9,12,0.626406074,Up
13/09/1983,0,0.633366141,0.626406074,0.626406074,1244000,0,0,1983,9,13,0.626406074,Up
14/09/1983,0,0.654246062,0.647285998,0.647285998,2083600,0,0,1983,9,14,0.647285998,Up
15/09/1983,0,0.647285908,0.640325844,0.640325844,2925600,0,0,1983,9,15,0.640325844,Up
16/09/1983,0,0.696006267,0.689046204,0.689046204,2550800,0,0,1983,9,16,0.689046204,Up
19/09/1983,0,0.696006267,0.689046204,0.689046204,1411600,0,0,1983,9,19,0.689046204,Up
20/09/1983,0,0.675126104,0.668166041,0.668166041,1251200,0,0,1983,9,20,0.668166041,Up
21/09/1983,0,0.661206036,0.654245973,0.654245973,706800,0,0,1983,9,21,0.654245973,Up
22/09/1983,0,0.66816607,0.661206007,0.661206007,968400,0,0,1983,9,22,0.661206007,Up
23/09/1983,0,0.66816607,0.661206007,0.661206007,743200,0,0,1983,9,23,0.661206007,Up
26/09/1983,0,0.66816607,0.661206007,0.661206007,573200,0,0,1983,9,26,0.661206007,Up
27/09/1983,0,0.647285908,0.640325844,0.640325844,743600,0,0,1983,9,27,0.640325844,Up
28/09/1983,0,0.654245973,0.654245973,0.654245973,1754800,0,0,1983,9,28,0.654245973,Up
29/09/1983,0,0.682086199,0.675126135,0.675126135,1174400,0,0,1983,9,29,0.675126135,Up
30/09/1983,0,0.682086199,0.675126135,0.675126135,1112400,0,0,1983,9,30,0.675126135,Up
03/10/1983,0,0.675126104,0.668166041,0.668166041,1331200,0,0,1983,10,3,0.668166041,Up
04/10/1983,0,0.675126104,0.668166041,0.668166041,786000,0,0,1983,10,4,0.668166041,Up
05/10/1983,0,0.66816607,0.661206007,0.661206007,550000,0,0,1983,10,5,0.661206007,Up
06/10/1983,0,0.66816607,0.661206007,0.661206007,919200,0,0,1983,10,6,0.661206007,Up
07/10/1983,0,0.661206036,0.654245973,0.654245973,572400,0,0,1983,10,7,0.654245973,Up
10/10/1983,0,0.633366141,0.626406074,0.626406074,1132000,0,0,1983,10,10,0.626406074,Up
11/10/1983,0,0.598565308,0.591605246,0.591605246,1906000,0,0,1983,10,11,0.591605246,Up
12/10/1983,0,0.577685507,0.570725441,0.570725441,4811200,0,0,1983,10,12,0.570725441,Up
13/10/1983,0,0.584645179,0.577685118,0.577685118,2474000,0,0,1983,10,13,0.577685118,Up
14/10/1983,0,0.605525764,0.598565698,0.598565698,3067200,0,0,1983,10,14,0.598565698,Up
17/10/1983,0,0.626405384,0.619445324,0.619445324,2482000,0,0,1983,10,17,0.619445324,Up
18/10/1983,0,0.619445711,0.612485647,0.612485647,1297600,0,0,1983,10,18,0.612485647,Up
19/10/1983,0,0.612485677,0.605525613,0.605525613,1706800,0,0,1983,10,19,0.605525613,Up
20/10/1983,0,0.626405384,0.619445324,0.619445324,1332800,0,0,1983,10,20,0.619445324,Up
21/10/1983,0,0.626405384,0.619445324,0.619445324,830400,0,0,1983,10,21,0.619445324,Up
24/10/1983,0,0.619445711,0.612485647,0.612485647,478400,0,0,1983,10,24,0.612485647,Up
25/10/1983,0,0.626405384,0.619445324,0.619445324,764000,0,0,1983,10,25,0.619445324,Up
26/10/1983,0,0.619445711,0.612485647,0.612485647,862800,0,0,1983,10,26,0.612485647,Up
27/10/1983,0,0.619445711,0.612485647,0.612485647,556400,0,0,1983,10,27,0.612485647,Up
28/10/1983,0,0.612485677,0.605525613,0.605525613,1029600,0,0,1983,10,28,0.605525613,Up
31/10/1983,0,0.605525764,0.598565698,0.598565698,1532400,0,0,1983,10,31,0.598565698,Up
01/11/1983,0,0.591605334,0.584645271,0.584645271,1064400,0,0,1983,11,1,0.584645271,Up
02/11/1983,0,0.612485677,0.605525613,0.605525613,1405200,0,0,1983,11,2,0.605525613,Up
03/11/1983,0,0.605525764,0.598565698,0.598565698,1337200,0,0,1983,11,3,0.598565698,Up
04/11/1983,0,0.605525764,0.598565698,0.598565698,549600,0,0,1983,11,4,0.598565698,Up
07/11/1983,0,0.598565308,0.591605246,0.591605246,440000,0,0,1983,11,7,0.591605246,Up
08/11/1983,0,0.591605334,0.584645271,0.584645271,510000,0,0,1983,11,8,0.584645271,Up
09/11/1983,0,0.598565308,0.591605246,0.591605246,620000,0,0,1983,11,9,0.591605246,Up
10/11/1983,0,0.591605334,0.584645271,0.584645271,549600,0,0,1983,11,10,0.584645271,Up
11/11/1983,0,0.598565308,0.591605246,0.591605246,408800,0,0,1983,11,11,0.591605246,Up
14/11/1983,0,0.598565308,0.591605246,0.591605246,770000,0,0,1983,11,14,0.591605246,Up
15/11/1983,0,0.605525764,0.598565698,0.598565698,874800,0,0,1983,11,15,0.598565698,Up
16/11/1983,0,0.612485677,0.605525613,0.605525613,709200,0,0,1983,11,16,0.605525613,Up
17/11/1983,0,0.605525764,0.598565698,0.598565698,374400,0,0,1983,11,17,0.598565698,Up
18/11/1983,0,0.605525764,0.598565698,0.598565698,390000,0,0,1983,11,18,0.598565698,Up
21/11/1983,0,0.612485677,0.605525613,0.605525613,1004400,0,0,1983,11,21,0.605525613,Up
22/11/1983,0,0.619445711,0.612485647,0.612485647,1170000,0,0,1983,11,22,0.612485647,Up
23/11/1983,0,0.612485677,0.605525613,0.605525613,933200,0,0,1983,11,23,0.605525613,Up
25/11/1983,0,0.626405384,0.619445324,0.619445324,333200,0,0,1983,11,25,0.619445324,Up
28/11/1983,0,0.633366141,0.626406074,0.626406074,792400,0,0,1983,11,28,0.626406074,Up
29/11/1983,0,0.633366141,0.626406074,0.626406074,666800,0,0,1983,11,29,0.626406074,Up
30/11/1983,0,0.633366141,0.626406074,0.626406074,2255600,0,0,1983,11,30,0.626406074,Up
01/12/1983,0,0.605525764,0.598565698,0.598565698,1686000,0,0,1983,12,1,0.598565698,Up
02/12/1983,0,0.605525764,0.598565698,0.598565698,1732400,0,0,1983,12,2,0.598565698,Up
05/12/1983,0,0.605525764,0.598565698,0.598565698,998000,0,0,1983,12,5,0.598565698,Up
06/12/1983,0,0.612485677,0.605525613,0.605525613,1455600,0,0,1983,12,6,0.605525613,Up
07/12/1983,0,0.598565308,0.591605246,0.591605246,782400,0,0,1983,12,7,0.591605246,Up
08/12/1983,0,0.584645179,0.577685118,0.577685118,827600,0,0,1983,12,8,0.577685118,Up
09/12/1983,0,0.584645179,0.577685118,0.577685118,479200,0,0,1983,12,9,0.577685118,Up
12/12/1983,0,0.577685507,0.570725441,0.570725441,1089200,0,0,1983,12,12,0.570725441,Up
13/12/1983,0,0.570725172,0.563765109,0.563765109,1381200,0,0,1983,12,13,0.563765109,Up
14/12/1983,0,0.563765258,0.556805193,0.556805193,1198000,0,0,1983,12,14,0.556805193,Up
15/12/1983,0,0.556805224,0.549845159,0.549845159,1580000,0,0,1983,12,15,0.549845159,Up
16/12/1983,0,0.556805193,0.556805193,0.556805193,1084800,0,0,1983,12,16,0.556805193,Up
19/12/1983,0,0.556805193,0.556805193,0.556805193,924800,0,0,1983,12,19,0.556805193,Up
20/12/1983,0,0.556805193,0.556805193,0.556805193,1034000,0,0,1983,12,20,0.556805193,Up
21/12/1983,0,0.556805193,0.556805193,0.556805193,1136000,0,0,1983,12,21,0.556805193,Up
22/12/1983,0,0.577685507,0.570725441,0.570725441,2286800,0,0,1983,12,22,0.570725441,Up
23/12/1983,0,0.570725172,0.563765109,0.563765109,599600,0,0,1983,12,23,0.563765109,Up
27/12/1983,0,0.570725172,0.563765109,0.563765109,724400,0,0,1983,12,27,0.563765109,Up
28/12/1983,0,0.570725172,0.563765109,0.563765109,1206800,0,0,1983,12,28,0.563765109,Up
29/12/1983,0,0.563765109,0.563765109,0.563765109,1656400,0,0,1983,12,29,0.563765109,Up
30/12/1983,0,0.556805193,0.556805193,0.556805193,2751200,0,0,1983,12,30,0.556805193,Up
03/01/1984,0,0.549845159,0.549845159,0.549845159,1092000,0,0,1984,1,3,0.549845159,Up
04/01/1984,0,0.556805193,0.556805193,0.556805193,2376800,0,0,1984,1,4,0.556805193,Up
05/01/1984,0,0.563765109,0.563765109,0.563765109,2378000,0,0,1984,1,5,0.563765109,Up
06/01/1984,0,0.577685507,0.570725441,0.570725441,1503200,0,0,1984,1,6,0.570725441,Up
09/01/1984,0,0.584645179,0.577685118,0.577685118,1224400,0,0,1984,1,9,0.577685118,Up
10/01/1984,0,0.591605334,0.584645271,0.584645271,2205200,0,0,1984,1,10,0.584645271,Up
11/01/1984,0,0.598565308,0.591605246,0.591605246,1035600,0,0,1984,1,11,0.591605246,Up
12/01/1984,0,0.619445711,0.612485647,0.612485647,1812800,0,0,1984,1,12,0.612485647,Up
13/01/1984,0,0.633366141,0.626406074,0.626406074,1636400,0,0,1984,1,13,0.626406074,Up
16/01/1984,0,0.633366141,0.626406074,0.626406074,790400,0,0,1984,1,16,0.626406074,Up
17/01/1984,0,0.633366141,0.626406074,0.626406074,908000,0,0,1984,1,17,0.626406074,Up
18/01/1984,0,0.633366141,0.626406074,0.626406074,671600,0,0,1984,1,18,0.626406074,Up
19/01/1984,0,0.640325814,0.63336575,0.63336575,1000400,0,0,1984,1,19,0.63336575,Up
20/01/1984,0,0.626405384,0.619445324,0.619445324,720800,0,0,1984,1,20,0.619445324,Up
23/01/1984,0,0.619445711,0.612485647,0.612485647,478400,0,0,1984,1,23,0.612485647,Up
24/01/1984,0,0.612485677,0.605525613,0.605525613,688000,0,0,1984,1,24,0.605525613,Up
25/01/1984,0,0.612485677,0.605525613,0.605525613,1386800,0,0,1984,1,25,0.605525613,Up
26/01/1984,0,0.612485677,0.605525613,0.605525613,722400,0,0,1984,1,26,0.605525613,Up
27/01/1984,0,0.605525764,0.598565698,0.598565698,476400,0,0,1984,1,27,0.598565698,Up
30/01/1984,0,0.605525764,0.598565698,0.598565698,979600,0,0,1984,1,30,0.598565698,Up
31/01/1984,0,0.605525764,0.598565698,0.598565698,538000,0,0,1984,1,31,0.598565698,Up
01/02/1984,0,0.598565308,0.591605246,0.591605246,1065200,0,0,1984,2,1,0.591605246,Up
02/02/1984,0,0.612485677,0.605525613,0.605525613,1377200,0,0,1984,2,2,0.605525613,Up
03/02/1984,0,0.619445711,0.612485647,0.612485647,1027200,0,0,1984,2,3,0.612485647,Up
06/02/1984,0,0.598565308,0.591605246,0.591605246,883600,0,0,1984,2,6,0.591605246,Up
07/02/1984,0,0.598565308,0.591605246,0.591605246,1250800,0,0,1984,2,7,0.591605246,Up
08/02/1984,0,0.591605334,0.584645271,0.584645271,1645200,0,0,1984,2,8,0.584645271,Up
09/02/1984,0,0.591605334,0.584645271,0.584645271,1342800,0,0,1984,2,9,0.584645271,Up
10/02/1984,0,0.591605334,0.584645271,0.584645271,1111600,0,0,1984,2,10,0.584645271,Up
13/02/1984,0,0.584645179,0.577685118,0.577685118,1941600,0,0,1984,2,13,0.577685118,Up
14/02/1984,0,0.591605334,0.584645271,0.584645271,2086400,0,0,1984,2,14,0.584645271,Up
15/02/1984,0,0.591605334,0.584645271,0.584645271,1220800,0,0,1984,2,15,0.584645271,Up
16/02/1984,0,0.591605334,0.584645271,0.584645271,683200,0,0,1984,2,16,0.584645271,Up
17/02/1984,0,0.598565308,0.591605246,0.591605246,818000,0,0,1984,2,17,0.591605246,Up
21/02/1984,0,0.598565308,0.591605246,0.591605246,574800,0,0,1984,2,21,0.591605246,Up
22/02/1984,0,0.605525764,0.598565698,0.598565698,397200,0,0,1984,2,22,0.598565698,Up
23/02/1984,0,0.598565308,0.591605246,0.591605246,736000,0,0,1984,2,23,0.591605246,Up
24/02/1984,0,0.612485677,0.605525613,0.605525613,742400,0,0,1984,2,24,0.605525613,Up
27/02/1984,0,0.619445711,0.612485647,0.612485647,1054400,0,0,1984,2,27,0.612485647,Up
28/02/1984,0,0.605525764,0.598565698,0.598565698,1024800,0,0,1984,2,28,0.598565698,Up
29/02/1984,0,0.619445711,0.612485647,0.612485647,835200,0,0,1984,2,29,0.612485647,Up
01/03/1984,0,0.640325814,0.63336575,0.63336575,1297200,0,0,1984,3,1,0.63336575,Up
02/03/1984,0,0.661206036,0.654245973,0.654245973,1112400,0,0,1984,3,2,0.654245973,Up
05/03/1984,0,0.647285908,0.640325844,0.640325844,387200,0,0,1984,3,5,0.640325844,Up
06/03/1984,0,0.647285908,0.640325844,0.640325844,1880800,0,0,1984,3,6,0.640325844,Up
07/03/1984,0,0.640325814,0.63336575,0.63336575,914000,0,0,1984,3,7,0.63336575,Up
08/03/1984,0,0.640325814,0.63336575,0.63336575,703200,0,0,1984,3,8,0.63336575,Up
09/03/1984,0,0.654246062,0.647285998,0.647285998,2158000,0,0,1984,3,9,0.647285998,Up
