Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-28 00:00:00-05:00,0.0,0.14964139573276042,0.1392012983560562,0.1392012983560562,2400,0.0,0.0
1980-03-31 00:00:00-05:00,0.1392012983560562,0.1392012983560562,0.1392012983560562,0.1392012983560562,0,0.0,0.0
1980-04-01 00:00:00-05:00,0.1392012983560562,0.1392012983560562,0.1392012983560562,0.1392012983560562,0,0.0,0.0
1980-04-02 00:00:00-05:00,0.0,0.14964139573276042,0.1392012983560562,0.1392012983560562,800,0.0,0.0
1980-04-03 00:00:00-05:00,0.1392012983560562,0.1392012983560562,0.1392012983560562,0.1392012983560562,0,0.0,0.0
1980-04-07 00:00:00-05:00,0.0,0.14964139573276042,0.1392012983560562,0.1392012983560562,2400,0.0,0.0
1980-04-08 00:00:00-05:00,0.1392012983560562,0.1392012983560562,0.1392012983560562,0.1392012983560562,0,0.0,0.0
1980-04-09 00:00:00-05:00,0.1392012983560562,0.1392012983560562,0.1392012983560562,0.1392012983560562,0,0.0,0.0
1980-04-10 00:00:00-05:00,0.1392012983560562,0.1392012983560562,0.1392012983560562,0.1392012983560562,0,0.0,0.0
1980-04-11 00:00:00-05:00,0.0,0.15312145977485472,0.14268136024475098,0.14268136024475098,1600,0.0,0.0
1980-04-14 00:00:00-05:00,0.14268136024475098,0.14268136024475098,0.14268136024475098,0.14268136024475098,0,0.0,0.0
1980-04-15 00:00:00-05:00,0.0,0.14268133161883606,0.13224123418331146,0.13224123418331146,4000,0.0,0.0
1980-04-16 00:00:00-05:00,0.0,0.14268133161883606,0.13224123418331146,0.13224123418331146,4000,0.0,0.0
1980-04-17 00:00:00-05:00,0.13224123418331146,0.13224123418331146,0.13224123418331146,0.13224123418331146,0,0.0,0.0
1980-04-18 00:00:00-05:00,0.13224123418331146,0.13224123418331146,0.13224123418331146,0.13224123418331146,0,0.0,0.0
1980-04-21 00:00:00-05:00,0.13224123418331146,0.13224123418331146,0.13224123418331146,0.13224123418331146,0,0.0,0.0
1980-04-22 00:00:00-05:00,0.13224123418331146,0.13224123418331146,0.13224123418331146,0.13224123418331146,0,0.0,0.0
1980-04-23 00:00:00-05:00,0.13224123418331146,0.13224123418331146,0.13224123418331146,0.13224123418331146,0,0.0,0.0
1980-04-24 00:00:00-05:00,0.13224123418331146,0.13224123418331146,0.13224123418331146,0.13224123418331146,0,0.0,0.0
1980-04-25 00:00:00-05:00,0.13224123418331146,0.13224123418331146,0.13224123418331146,0.13224123418331146,0,0.0,0.0
1980-04-28 00:00:00-04:00,0.13224123418331146,0.13224123418331146,0.13224123418331146,0.13224123418331146,0,0.0,0.0
1980-04-29 00:00:00-04:00,0.0,0.13224122737135205,0.12180113047361374,0.12180113047361374,800,0.0,0.0
1980-04-30 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-01 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-02 00:00:00-04:00,0.0,0.13224122737135205,0.12180113047361374,0.12180113047361374,1600,0.0,0.0
1980-05-05 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-06 00:00:00-04:00,0.0,0.13224122737135205,0.12180113047361374,0.12180113047361374,3200,0.0,0.0
1980-05-07 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-08 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-09 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-12 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-13 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-14 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-15 00:00:00-04:00,0.12180113047361374,0.12180113047361374,0.12180113047361374,0.12180113047361374,0,0.0,0.0
1980-05-16 00:00:00-04:00,0.0,0.12528116323731162,0.11484106630086899,0.11484106630086899,800,0.0,0.0
