,STATISTIC,Statistic Label,TLIST(Q1),Quarter,C02196V02652,State,UNIT,VALUE,Year,Quarter No
856,NAQ03C08,Taxes on Products at Current Prices,20093,2009Q3,-,State,Euro Million,4858,2009,3
857,NAQ03C08,Taxes on Products at Current Prices,20094,2009Q4,-,State,Euro Million,3792,2009,4
858,NAQ03C08,Taxes on Products at Current Prices,20101,2010Q1,-,State,Euro Million,4273,2010,1
859,NAQ03C08,Taxes on Products at Current Prices,20102,2010Q2,-,State,Euro Million,3327,2010,2
860,NAQ03C08,Taxes on Products at Current Prices,20103,2010Q3,-,State,Euro Million,4925,2010,3
861,NAQ03C08,Taxes on Products at Current Prices,20104,2010Q4,-,State,Euro Million,3784,2010,4
862,NAQ03C08,Taxes on Products at Current Prices,20111,2011Q1,-,State,Euro Million,4357,2011,1
863,NAQ03C08,Taxes on Products at Current Prices,20112,2011Q2,-,State,Euro Million,3188,2011,2
864,NAQ03C08,Taxes on Products at Current Prices,20113,2011Q3,-,State,Euro Million,4603,2011,3
865,NAQ03C08,Taxes on Products at Current Prices,20114,2011Q4,-,State,Euro Million,3797,2011,4
866,NAQ03C08,Taxes on Products at Current Prices,20121,2012Q1,-,State,Euro Million,4384,2012,1
867,NAQ03C08,Taxes on Products at Current Prices,20122,2012Q2,-,State,Euro Million,3278,2012,2
868,NAQ03C08,Taxes on Products at Current Prices,20123,2012Q3,-,State,Euro Million,4937,2012,3
869,NAQ03C08,Taxes on Products at Current Prices,20124,2012Q4,-,State,Euro Million,3743,2012,4
870,NAQ03C08,Taxes on Products at Current Prices,20131,2013Q1,-,State,Euro Million,4598,2013,1
871,NAQ03C08,Taxes on Products at Current Prices,20132,2013Q2,-,State,Euro Million,3393,2013,2
872,NAQ03C08,Taxes on Products at Current Prices,20133,2013Q3,-,State,Euro Million,5076,2013,3
873,NAQ03C08,Taxes on Products at Current Prices,20134,2013Q4,-,State,Euro Million,3928,2013,4
874,NAQ03C08,Taxes on Products at Current Prices,20141,2014Q1,-,State,Euro Million,4757,2014,1
875,NAQ03C08,Taxes on Products at Current Prices,20142,2014Q2,-,State,Euro Million,3946,2014,2
876,NAQ03C08,Taxes on Products at Current Prices,20143,2014Q3,-,State,Euro Million,5160,2014,3
877,NAQ03C08,Taxes on Products at Current Prices,20144,2014Q4,-,State,Euro Million,4665,2014,4
878,NAQ03C08,Taxes on Products at Current Prices,20151,2015Q1,-,State,Euro Million,5097,2015,1
879,NAQ03C08,Taxes on Products at Current Prices,20152,2015Q2,-,State,Euro Million,4216,2015,2
880,NAQ03C08,Taxes on Products at Current Prices,20153,2015Q3,-,State,Euro Million,5671,2015,3
881,NAQ03C08,Taxes on Products at Current Prices,20154,2015Q4,-,State,Euro Million,4668,2015,4
882,NAQ03C08,Taxes on Products at Current Prices,20161,2016Q1,-,State,Euro Million,5641,2016,1
883,NAQ03C08,Taxes on Products at Current Prices,20162,2016Q2,-,State,Euro Million,4546,2016,2
884,NAQ03C08,Taxes on Products at Current Prices,20163,2016Q3,-,State,Euro Million,5818,2016,3
885,NAQ03C08,Taxes on Products at Current Prices,20164,2016Q4,-,State,Euro Million,4881,2016,4
886,NAQ03C08,Taxes on Products at Current Prices,20171,2017Q1,-,State,Euro Million,5916,2017,1
887,NAQ03C08,Taxes on Products at Current Prices,20172,2017Q2,-,State,Euro Million,4277,2017,2
888,NAQ03C08,Taxes on Products at Current Prices,20173,2017Q3,-,State,Euro Million,6203,2017,3
889,NAQ03C08,Taxes on Products at Current Prices,20174,2017Q4,-,State,Euro Million,5331,2017,4
890,NAQ03C08,Taxes on Products at Current Prices,20181,2018Q1,-,State,Euro Million,5904,2018,1
891,NAQ03C08,Taxes on Products at Current Prices,20182,2018Q2,-,State,Euro Million,4497,2018,2
892,NAQ03C08,Taxes on Products at Current Prices,20183,2018Q3,-,State,Euro Million,6679,2018,3
893,NAQ03C08,Taxes on Products at Current Prices,20184,2018Q4,-,State,Euro Million,5369,2018,4
894,NAQ03C08,Taxes on Products at Current Prices,20191,2019Q1,-,State,Euro Million,6427,2019,1
895,NAQ03C08,Taxes on Products at Current Prices,20192,2019Q2,-,State,Euro Million,4977,2019,2
896,NAQ03C08,Taxes on Products at Current Prices,20193,2019Q3,-,State,Euro Million,7014,2019,3
897,NAQ03C08,Taxes on Products at Current Prices,20194,2019Q4,-,State,Euro Million,5828,2019,4
898,NAQ03C08,Taxes on Products at Current Prices,20201,2020Q1,-,State,Euro Million,4897,2020,1
899,NAQ03C08,Taxes on Products at Current Prices,20202,2020Q2,-,State,Euro Million,4112,2020,2
900,NAQ03C08,Taxes on Products at Current Prices,20203,2020Q3,-,State,Euro Million,6633,2020,3
901,NAQ03C08,Taxes on Products at Current Prices,20204,2020Q4,-,State,Euro Million,5492,2020,4
902,NAQ03C08,Taxes on Products at Current Prices,20211,2021Q1,-,State,Euro Million,6314,2021,1
903,NAQ03C08,Taxes on Products at Current Prices,20212,2021Q2,-,State,Euro Million,5356,2021,2
904,NAQ03C08,Taxes on Products at Current Prices,20213,2021Q3,-,State,Euro Million,7872,2021,3
905,NAQ03C08,Taxes on Products at Current Prices,20214,2021Q4,-,State,Euro Million,6803,2021,4
906,NAQ03C08,Taxes on Products at Current Prices,20221,2022Q1,-,State,Euro Million,7736,2022,1
907,NAQ03C08,Taxes on Products at Current Prices,20222,2022Q2,-,State,Euro Million,5538,2022,2
908,NAQ03C08,Taxes on Products at Current Prices,20223,2022Q3,-,State,Euro Million,8703,2022,3
909,NAQ03C08,Taxes on Products at Current Prices,20224,2022Q4,-,State,Euro Million,6510,2022,4
910,NAQ03C08,Taxes on Products at Current Prices,20231,2023Q1,-,State,Euro Million,7983,2023,1
911,NAQ03C08,Taxes on Products at Current Prices,20232,2023Q2,-,State,Euro Million,5819,2023,2
912,NAQ03C09,Subsidies on Products at Current Prices,19951,1995Q1,-,State,Euro Million,-248,1995,1
913,NAQ03C09,Subsidies on Products at Current Prices,19952,1995Q2,-,State,Euro Million,-275,1995,2
914,NAQ03C09,Subsidies on Products at Current Prices,19953,1995Q3,-,State,Euro Million,-429,1995,3
915,NAQ03C09,Subsidies on Products at Current Prices,19954,1995Q4,-,State,Euro Million,-460,1995,4
916,NAQ03C09,Subsidies on Products at Current Prices,19961,1996Q1,-,State,Euro Million,-284,1996,1
917,NAQ03C09,Subsidies on Products at Current Prices,19962,1996Q2,-,State,Euro Million,-313,1996,2
918,NAQ03C09,Subsidies on Products at Current Prices,19963,1996Q3,-,State,Euro Million,-492,1996,3
919,NAQ03C09,Subsidies on Products at Current Prices,19964,1996Q4,-,State,Euro Million,-521,1996,4
920,NAQ03C09,Subsidies on Products at Current Prices,19971,1997Q1,-,State,Euro Million,-322,1997,1
921,NAQ03C09,Subsidies on Products at Current Prices,19972,1997Q2,-,State,Euro Million,-407,1997,2
922,NAQ03C09,Subsidies on Products at Current Prices,19973,1997Q3,-,State,Euro Million,-360,1997,3
923,NAQ03C09,Subsidies on Products at Current Prices,19974,1997Q4,-,State,Euro Million,-555,1997,4
924,NAQ03C09,Subsidies on Products at Current Prices,19981,1998Q1,-,State,Euro Million,-309,1998,1
925,NAQ03C09,Subsidies on Products at Current Prices,19982,1998Q2,-,State,Euro Million,-427,1998,2
926,NAQ03C09,Subsidies on Products at Current Prices,19983,1998Q3,-,State,Euro Million,-318,1998,3
927,NAQ03C09,Subsidies on Products at Current Prices,19984,1998Q4,-,State,Euro Million,-616,1998,4
928,NAQ03C09,Subsidies on Products at Current Prices,19991,1999Q1,-,State,Euro Million,-297,1999,1
929,NAQ03C09,Subsidies on Products at Current Prices,19992,1999Q2,-,State,Euro Million,-376,1999,2
930,NAQ03C09,Subsidies on Products at Current Prices,19993,1999Q3,-,State,Euro Million,-344,1999,3
931,NAQ03C09,Subsidies on Products at Current Prices,19994,1999Q4,-,State,Euro Million,-551,1999,4
932,NAQ03C09,Subsidies on Products at Current Prices,20001,2000Q1,-,State,Euro Million,-388,2000,1
933,NAQ03C09,Subsidies on Products at Current Prices,20002,2000Q2,-,State,Euro Million,-385,2000,2
934,NAQ03C09,Subsidies on Products at Current Prices,20003,2000Q3,-,State,Euro Million,-271,2000,3
935,NAQ03C09,Subsidies on Products at Current Prices,20004,2000Q4,-,State,Euro Million,-599,2000,4
936,NAQ03C09,Subsidies on Products at Current Prices,20011,2001Q1,-,State,Euro Million,-268,2001,1
937,NAQ03C09,Subsidies on Products at Current Prices,20012,2001Q2,-,State,Euro Million,-258,2001,2
938,NAQ03C09,Subsidies on Products at Current Prices,20013,2001Q3,-,State,Euro Million,-347,2001,3
939,NAQ03C09,Subsidies on Products at Current Prices,20014,2001Q4,-,State,Euro Million,-555,2001,4
940,NAQ03C09,Subsidies on Products at Current Prices,20021,2002Q1,-,State,Euro Million,-321,2002,1
941,NAQ03C09,Subsidies on Products at Current Prices,20022,2002Q2,-,State,Euro Million,-431,2002,2
942,NAQ03C09,Subsidies on Products at Current Prices,20023,2002Q3,-,State,Euro Million,-408,2002,3
943,NAQ03C09,Subsidies on Products at Current Prices,20024,2002Q4,-,State,Euro Million,-734,2002,4
944,NAQ03C09,Subsidies on Products at Current Prices,20031,2003Q1,-,State,Euro Million,-347,2003,1
945,NAQ03C09,Subsidies on Products at Current Prices,20032,2003Q2,-,State,Euro Million,-431,2003,2
946,NAQ03C09,Subsidies on Products at Current Prices,20033,2003Q3,-,State,Euro Million,-437,2003,3
947,NAQ03C09,Subsidies on Products at Current Prices,20034,2003Q4,-,State,Euro Million,-676,2003,4
948,NAQ03C09,Subsidies on Products at Current Prices,20041,2004Q1,-,State,Euro Million,-435,2004,1
949,NAQ03C09,Subsidies on Products at Current Prices,20042,2004Q2,-,State,Euro Million,-467,2004,2
950,NAQ03C09,Subsidies on Products at Current Prices,20043,2004Q3,-,State,Euro Million,-388,2004,3
951,NAQ03C09,Subsidies on Products at Current Prices,20044,2004Q4,-,State,Euro Million,-617,2004,4
952,NAQ03C09,Subsidies on Products at Current Prices,20051,2005Q1,-,State,Euro Million,-253,2005,1
953,NAQ03C09,Subsidies on Products at Current Prices,20052,2005Q2,-,State,Euro Million,-301,2005,2
954,NAQ03C09,Subsidies on Products at Current Prices,20053,2005Q3,-,State,Euro Million,-282,2005,3
955,NAQ03C09,Subsidies on Products at Current Prices,20054,2005Q4,-,State,Euro Million,-529,2005,4
956,NAQ03C09,Subsidies on Products at Current Prices,20061,2006Q1,-,State,Euro Million,-221,2006,1
957,NAQ03C09,Subsidies on Products at Current Prices,20062,2006Q2,-,State,Euro Million,-250,2006,2
958,NAQ03C09,Subsidies on Products at Current Prices,20063,2006Q3,-,State,Euro Million,-326,2006,3
959,NAQ03C09,Subsidies on Products at Current Prices,20064,2006Q4,-,State,Euro Million,-269,2006,4
960,NAQ03C09,Subsidies on Products at Current Prices,20071,2007Q1,-,State,Euro Million,-269,2007,1
961,NAQ03C09,Subsidies on Products at Current Prices,20072,2007Q2,-,State,Euro Million,-299,2007,2
962,NAQ03C09,Subsidies on Products at Current Prices,20073,2007Q3,-,State,Euro Million,-381,2007,3
963,NAQ03C09,Subsidies on Products at Current Prices,20074,2007Q4,-,State,Euro Million,-240,2007,4
964,NAQ03C09,Subsidies on Products at Current Prices,20081,2008Q1,-,State,Euro Million,-337,2008,1
965,NAQ03C09,Subsidies on Products at Current Prices,20082,2008Q2,-,State,Euro Million,-316,2008,2
966,NAQ03C09,Subsidies on Products at Current Prices,20083,2008Q3,-,State,Euro Million,-372,2008,3
967,NAQ03C09,Subsidies on Products at Current Prices,20084,2008Q4,-,State,Euro Million,-252,2008,4
968,NAQ03C09,Subsidies on Products at Current Prices,20091,2009Q1,-,State,Euro Million,-278,2009,1
969,NAQ03C09,Subsidies on Products at Current Prices,20092,2009Q2,-,State,Euro Million,-300,2009,2
970,NAQ03C09,Subsidies on Products at Current Prices,20093,2009Q3,-,State,Euro Million,-329,2009,3
971,NAQ03C09,Subsidies on Products at Current Prices,20094,2009Q4,-,State,Euro Million,-342,2009,4
972,NAQ03C09,Subsidies on Products at Current Prices,20101,2010Q1,-,State,Euro Million,-271,2010,1
973,NAQ03C09,Subsidies on Products at Current Prices,20102,2010Q2,-,State,Euro Million,-221,2010,2
974,NAQ03C09,Subsidies on Products at Current Prices,20103,2010Q3,-,State,Euro Million,-287,2010,3
975,NAQ03C09,Subsidies on Products at Current Prices,20104,2010Q4,-,State,Euro Million,-331,2010,4
976,NAQ03C09,Subsidies on Products at Current Prices,20111,2011Q1,-,State,Euro Million,-242,2011,1
977,NAQ03C09,Subsidies on Products at Current Prices,20112,2011Q2,-,State,Euro Million,-246,2011,2
978,NAQ03C09,Subsidies on Products at Current Prices,20113,2011Q3,-,State,Euro Million,-277,2011,3
979,NAQ03C09,Subsidies on Products at Current Prices,20114,2011Q4,-,State,Euro Million,-323,2011,4
980,NAQ03C09,Subsidies on Products at Current Prices,20121,2012Q1,-,State,Euro Million,-235,2012,1
981,NAQ03C09,Subsidies on Products at Current Prices,20122,2012Q2,-,State,Euro Million,-256,2012,2
982,NAQ03C09,Subsidies on Products at Current Prices,20123,2012Q3,-,State,Euro Million,-279,2012,3
983,NAQ03C09,Subsidies on Products at Current Prices,20124,2012Q4,-,State,Euro Million,-357,2012,4
984,NAQ03C09,Subsidies on Products at Current Prices,20131,2013Q1,-,State,Euro Million,-244,2013,1
985,NAQ03C09,Subsidies on Products at Current Prices,20132,2013Q2,-,State,Euro Million,-265,2013,2
986,NAQ03C09,Subsidies on Products at Current Prices,20133,2013Q3,-,State,Euro Million,-288,2013,3
987,NAQ03C09,Subsidies on Products at Current Prices,20134,2013Q4,-,State,Euro Million,-282,2013,4
988,NAQ03C09,Subsidies on Products at Current Prices,20141,2014Q1,-,State,Euro Million,-214,2014,1
989,NAQ03C09,Subsidies on Products at Current Prices,20142,2014Q2,-,State,Euro Million,-233,2014,2
990,NAQ03C09,Subsidies on Products at Current Prices,20143,2014Q3,-,State,Euro Million,-252,2014,3
991,NAQ03C09,Subsidies on Products at Current Prices,20144,2014Q4,-,State,Euro Million,-283,2014,4
992,NAQ03C09,Subsidies on Products at Current Prices,20151,2015Q1,-,State,Euro Million,-193,2015,1
993,NAQ03C09,Subsidies on Products at Current Prices,20152,2015Q2,-,State,Euro Million,-210,2015,2
994,NAQ03C09,Subsidies on Products at Current Prices,20153,2015Q3,-,State,Euro Million,-234,2015,3
995,NAQ03C09,Subsidies on Products at Current Prices,20154,2015Q4,-,State,Euro Million,-256,2015,4
996,NAQ03C09,Subsidies on Products at Current Prices,20161,2016Q1,-,State,Euro Million,-203,2016,1
997,NAQ03C09,Subsidies on Products at Current Prices,20162,2016Q2,-,State,Euro Million,-221,2016,2
998,NAQ03C09,Subsidies on Products at Current Prices,20163,2016Q3,-,State,Euro Million,-241,2016,3
999,NAQ03C09,Subsidies on Products at Current Prices,20164,2016Q4,-,State,Euro Million,-272,2016,4
1000,NAQ03C09,Subsidies on Products at Current Prices,20171,2017Q1,-,State,Euro Million,-208,2017,1
1001,NAQ03C09,Subsidies on Products at Current Prices,20172,2017Q2,-,State,Euro Million,-225,2017,2
1002,NAQ03C09,Subsidies on Products at Current Prices,20173,2017Q3,-,State,Euro Million,-247,2017,3
1003,NAQ03C09,Subsidies on Products at Current Prices,20174,2017Q4,-,State,Euro Million,-278,2017,4
1004,NAQ03C09,Subsidies on Products at Current Prices,20181,2018Q1,-,State,Euro Million,-222,2018,1
1005,NAQ03C09,Subsidies on Products at Current Prices,20182,2018Q2,-,State,Euro Million,-241,2018,2
1006,NAQ03C09,Subsidies on Products at Current Prices,20183,2018Q3,-,State,Euro Million,-263,2018,3
1007,NAQ03C09,Subsidies on Products at Current Prices,20184,2018Q4,-,State,Euro Million,-296,2018,4
1008,NAQ03C09,Subsidies on Products at Current Prices,20191,2019Q1,-,State,Euro Million,-228,2019,1
1009,NAQ03C09,Subsidies on Products at Current Prices,20192,2019Q2,-,State,Euro Million,-247,2019,2
1010,NAQ03C09,Subsidies on Products at Current Prices,20193,2019Q3,-,State,Euro Million,-270,2019,3
1011,NAQ03C09,Subsidies on Products at Current Prices,20194,2019Q4,-,State,Euro Million,-304,2019,4
1012,NAQ03C09,Subsidies on Products at Current Prices,20201,2020Q1,-,State,Euro Million,-320,2020,1
1013,NAQ03C09,Subsidies on Products at Current Prices,20202,2020Q2,-,State,Euro Million,-350,2020,2
1014,NAQ03C09,Subsidies on Products at Current Prices,20203,2020Q3,-,State,Euro Million,-338,2020,3
1015,NAQ03C09,Subsidies on Products at Current Prices,20204,2020Q4,-,State,Euro Million,-353,2020,4
1016,NAQ03C09,Subsidies on Products at Current Prices,20211,2021Q1,-,State,Euro Million,-372,2021,1
1017,NAQ03C09,Subsidies on Products at Current Prices,20212,2021Q2,-,State,Euro Million,-392,2021,2
1018,NAQ03C09,Subsidies on Products at Current Prices,20213,2021Q3,-,State,Euro Million,-425,2021,3
1019,NAQ03C09,Subsidies on Products at Current Prices,20214,2021Q4,-,State,Euro Million,-472,2021,4
1020,NAQ03C09,Subsidies on Products at Current Prices,20221,2022Q1,-,State,Euro Million,-407,2022,1
1021,NAQ03C09,Subsidies on Products at Current Prices,20222,2022Q2,-,State,Euro Million,-426,2022,2
1022,NAQ03C09,Subsidies on Products at Current Prices,20223,2022Q3,-,State,Euro Million,-461,2022,3
1023,NAQ03C09,Subsidies on Products at Current Prices,20224,2022Q4,-,State,Euro Million,-496,2022,4
1024,NAQ03C09,Subsidies on Products at Current Prices,20231,2023Q1,-,State,Euro Million,-396,2023,1
1025,NAQ03C09,Subsidies on Products at Current Prices,20232,2023Q2,-,State,Euro Million,-455,2023,2
1026,NAQ03C10,GDP at Current Market Prices,19951,1995Q1,-,State,Euro Million,13152,1995,1
1027,NAQ03C10,GDP at Current Market Prices,19952,1995Q2,-,State,Euro Million,13940,1995,2
1028,NAQ03C10,GDP at Current Market Prices,19953,1995Q3,-,State,Euro Million,13604,1995,3
1029,NAQ03C10,GDP at Current Market Prices,19954,1995Q4,-,State,Euro Million,14063,1995,4
1030,NAQ03C10,GDP at Current Market Prices,19961,1996Q1,-,State,Euro Million,14611,1996,1
1031,NAQ03C10,GDP at Current Market Prices,19962,1996Q2,-,State,Euro Million,15268,1996,2
1032,NAQ03C10,GDP at Current Market Prices,19963,1996Q3,-,State,Euro Million,14752,1996,3
1033,NAQ03C10,GDP at Current Market Prices,19964,1996Q4,-,State,Euro Million,15516,1996,4
1034,NAQ03C10,GDP at Current Market Prices,19971,1997Q1,-,State,Euro Million,16112,1997,1
1035,NAQ03C10,GDP at Current Market Prices,19972,1997Q2,-,State,Euro Million,17360,1997,2
1036,NAQ03C10,GDP at Current Market Prices,19973,1997Q3,-,State,Euro Million,17388,1997,3
1037,NAQ03C10,GDP at Current Market Prices,19974,1997Q4,-,State,Euro Million,18540,1997,4
1038,NAQ03C10,GDP at Current Market Prices,19981,1998Q1,-,State,Euro Million,19132,1998,1
1039,NAQ03C10,GDP at Current Market Prices,19982,1998Q2,-,State,Euro Million,20071,1998,2
1040,NAQ03C10,GDP at Current Market Prices,19983,1998Q3,-,State,Euro Million,20569,1998,3
1041,NAQ03C10,GDP at Current Market Prices,19984,1998Q4,-,State,Euro Million,20659,1998,4
1042,NAQ03C10,GDP at Current Market Prices,19991,1999Q1,-,State,Euro Million,21878,1999,1
1043,NAQ03C10,GDP at Current Market Prices,19992,1999Q2,-,State,Euro Million,22497,1999,2
1044,NAQ03C10,GDP at Current Market Prices,19993,1999Q3,-,State,Euro Million,23635,1999,3
1045,NAQ03C10,GDP at Current Market Prices,19994,1999Q4,-,State,Euro Million,24781,1999,4
1046,NAQ03C10,GDP at Current Market Prices,20001,2000Q1,-,State,Euro Million,25587,2000,1
1047,NAQ03C10,GDP at Current Market Prices,20002,2000Q2,-,State,Euro Million,26774,2000,2
1048,NAQ03C10,GDP at Current Market Prices,20003,2000Q3,-,State,Euro Million,27420,2000,3
1049,NAQ03C10,GDP at Current Market Prices,20004,2000Q4,-,State,Euro Million,28715,2000,4
1050,NAQ03C10,GDP at Current Market Prices,20011,2001Q1,-,State,Euro Million,29812,2001,1
1051,NAQ03C10,GDP at Current Market Prices,20012,2001Q2,-,State,Euro Million,30488,2001,2
1052,NAQ03C10,GDP at Current Market Prices,20013,2001Q3,-,State,Euro Million,30321,2001,3
1053,NAQ03C10,GDP at Current Market Prices,20014,2001Q4,-,State,Euro Million,31468,2001,4
1054,NAQ03C10,GDP at Current Market Prices,20021,2002Q1,-,State,Euro Million,32779,2002,1
1055,NAQ03C10,GDP at Current Market Prices,20022,2002Q2,-,State,Euro Million,33712,2002,2
1056,NAQ03C10,GDP at Current Market Prices,20023,2002Q3,-,State,Euro Million,34136,2002,3
1057,NAQ03C10,GDP at Current Market Prices,20024,2002Q4,-,State,Euro Million,35371,2002,4
1058,NAQ03C10,GDP at Current Market Prices,20031,2003Q1,-,State,Euro Million,35123,2003,1
1059,NAQ03C10,GDP at Current Market Prices,20032,2003Q2,-,State,Euro Million,36095,2003,2
1060,NAQ03C10,GDP at Current Market Prices,20033,2003Q3,-,State,Euro Million,35618,2003,3
1061,NAQ03C10,GDP at Current Market Prices,20034,2003Q4,-,State,Euro Million,38741,2003,4
1062,NAQ03C10,GDP at Current Market Prices,20041,2004Q1,-,State,Euro Million,38030,2004,1
1063,NAQ03C10,GDP at Current Market Prices,20042,2004Q2,-,State,Euro Million,39343,2004,2
