"STATISTIC","Statistic Label","TLIST(A1)","Year","C03839V04589","City Services","C03841V04591","Time of Day","UNIT","VALUE"
"TOA19C01","Daily Flow","2017","2017","10","Cork","210","13:00 - 15:59","%","23.6"
"TOA19C01","Daily Flow","2017","2017","10","Cork","240","16:00 - 16:59","%","9.2"
"TOA19C01","Daily Flow","2017","2017","10","Cork","250","17:00 - 17:59","%","8.9"
"TOA19C01","Daily Flow","2017","2017","10","Cork","260","18:00 - 18:59","%","6.5"
"TOA19C01","Daily Flow","2017","2017","10","Cork","271","19:00 - 21:59","%","9.6"
"TOA19C01","Daily Flow","2017","2017","10","Cork","310","22:00 - 23:59","%","3"
"TOA19C01","Daily Flow","2017","2017","10","Cork","-","All times","%","100"
"TOA19C01","Daily Flow","2017","2017","20","Galway","100","00:00 - 06:59","%","1"
"TOA19C01","Daily Flow","2017","2017","20","Galway","130","07:00 - 07:59","%","4.6"
"TOA19C01","Daily Flow","2017","2017","20","Galway","140","08:00 - 08:59","%","6.8"
"TOA19C01","Daily Flow","2017","2017","20","Galway","150","09:00 - 09:59","%","5.5"
"TOA19C01","Daily Flow","2017","2017","20","Galway","170","10:00 - 12:59","%","19.9"
"TOA19C01","Daily Flow","2017","2017","20","Galway","210","13:00 - 15:59","%","24.1"
"TOA19C01","Daily Flow","2017","2017","20","Galway","240","16:00 - 16:59","%","9"
"TOA19C01","Daily Flow","2017","2017","20","Galway","250","17:00 - 17:59","%","8"
"TOA19C01","Daily Flow","2017","2017","20","Galway","260","18:00 - 18:59","%","6.9"
"TOA19C01","Daily Flow","2017","2017","20","Galway","271","19:00 - 21:59","%","10.5"
"TOA19C01","Daily Flow","2017","2017","20","Galway","310","22:00 - 23:59","%","3.7"
"TOA19C01","Daily Flow","2017","2017","20","Galway","-","All times","%","100"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","100","00:00 - 06:59","%","0.3"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","130","07:00 - 07:59","%","4.2"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","140","08:00 - 08:59","%","7"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","150","09:00 - 09:59","%","6.2"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","170","10:00 - 12:59","%","22.8"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","210","13:00 - 15:59","%","26.8"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","240","16:00 - 16:59","%","9.2"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","250","17:00 - 17:59","%","7.8"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","260","18:00 - 18:59","%","5.8"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","271","19:00 - 21:59","%","7.5"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","310","22:00 - 23:59","%","2.4"
"TOA19C01","Daily Flow","2017","2017","30","Limerick","-","All times","%","100"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","100","00:00 - 06:59","%","0"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","130","07:00 - 07:59","%","1.9"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","140","08:00 - 08:59","%","8.9"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","150","09:00 - 09:59","%","7.2"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","170","10:00 - 12:59","%","28.4"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","210","13:00 - 15:59","%","29.9"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","240","16:00 - 16:59","%","9.2"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","250","17:00 - 17:59","%","6.6"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","260","18:00 - 18:59","%","2.9"
"TOA19C01","Daily Flow","2017","2017","40","Waterford","271","19:00 - 21:59","%","4.1"
