"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02199V02655","Sex","C02734V03302","Means of Travel","C02704V03272","At Work, School or College","UNIT","VALUE"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","02","Bicycle","-06","All persons","Number","10544"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","02","Bicycle","904","Population aged 15 years and over at work","Number","7627"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","02","Bicycle","901","Children at school aged between 5 and 12 years","Number","902"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","02","Bicycle","902","Students at school or college aged between 13 and 18 years","Number","329"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","02","Bicycle","903","Students at school or college aged 19 years and over","Number","1686"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","03","Bus, minibus or coach","-06","All persons","Number","47682"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","03","Bus, minibus or coach","904","Population aged 15 years and over at work","Number","11579"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","03","Bus, minibus or coach","901","Children at school aged between 5 and 12 years","Number","11540"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","03","Bus, minibus or coach","902","Students at school or college aged between 13 and 18 years","Number","20839"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","03","Bus, minibus or coach","903","Students at school or college aged 19 years and over","Number","3724"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","04","Train, DART or LUAS","-06","All persons","Number","5226"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","04","Train, DART or LUAS","904","Population aged 15 years and over at work","Number","3575"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","04","Train, DART or LUAS","901","Children at school aged between 5 and 12 years","Number","129"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","04","Train, DART or LUAS","902","Students at school or college aged between 13 and 18 years","Number","766"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","04","Train, DART or LUAS","903","Students at school or college aged 19 years and over","Number","756"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","05","Motorcycle or scooter","-06","All persons","Number","514"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","05","Motorcycle or scooter","904","Population aged 15 years and over at work","Number","463"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","05","Motorcycle or scooter","901","Children at school aged between 5 and 12 years","Number","0"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","05","Motorcycle or scooter","902","Students at school or college aged between 13 and 18 years","Number","20"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","05","Motorcycle or scooter","903","Students at school or college aged 19 years and over","Number","31"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","06","Motor car: Driver","-06","All persons","Number","213140"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","06","Motor car: Driver","904","Population aged 15 years and over at work","Number","205710"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","06","Motor car: Driver","901","Children at school aged between 5 and 12 years","Number","0"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","06","Motor car: Driver","902","Students at school or college aged between 13 and 18 years","Number","752"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","06","Motor car: Driver","903","Students at school or college aged 19 years and over","Number","6678"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","07","Motor car: Passenger","-06","All persons","Number","77731"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","07","Motor car: Passenger","904","Population aged 15 years and over at work","Number","16098"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","07","Motor car: Passenger","901","Children at school aged between 5 and 12 years","Number","31327"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","07","Motor car: Passenger","902","Students at school or college aged between 13 and 18 years","Number","26791"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","07","Motor car: Passenger","903","Students at school or college aged 19 years and over","Number","3515"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","11","Van","-06","All persons","Number","979"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","11","Van","904","Population aged 15 years and over at work","Number","744"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","11","Van","901","Children at school aged between 5 and 12 years","Number","103"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","11","Van","902","Students at school or college aged between 13 and 18 years","Number","104"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","11","Van","903","Students at school or college aged 19 years and over","Number","28"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","12","Other, incl. lorry","-06","All persons","Number","121"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","12","Other, incl. lorry","904","Population aged 15 years and over at work","Number","97"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","12","Other, incl. lorry","901","Children at school aged between 5 and 12 years","Number","9"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","12","Other, incl. lorry","902","Students at school or college aged between 13 and 18 years","Number","9"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","12","Other, incl. lorry","903","Students at school or college aged 19 years and over","Number","6"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","98","Not stated","-06","All persons","Number","1401"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","98","Not stated","904","Population aged 15 years and over at work","Number","474"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","98","Not stated","901","Children at school aged between 5 and 12 years","Number","568"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","98","Not stated","902","Students at school or college aged between 13 and 18 years","Number","259"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","98","Not stated","903","Students at school or college aged 19 years and over","Number","100"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","-","All means of travel","-06","All persons","Number","430514"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","-","All means of travel","904","Population aged 15 years and over at work","Number","279345"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","-","All means of travel","901","Children at school aged between 5 and 12 years","Number","60544"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","-","All means of travel","902","Students at school or college aged between 13 and 18 years","Number","64234"
"FY081C03","Journey time 15 mins - < 30 mins","2016","2016","2","Female","-","All means of travel","903","Students at school or college aged 19 years and over","Number","26391"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","01","On foot","-06","All persons","Number","139197"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","01","On foot","904","Population aged 15 years and over at work","Number","57266"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","01","On foot","901","Children at school aged between 5 and 12 years","Number","35332"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","01","On foot","902","Students at school or college aged between 13 and 18 years","Number","30696"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","01","On foot","903","Students at school or college aged 19 years and over","Number","15903"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","02","Bicycle","-06","All persons","Number","41370"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","02","Bicycle","904","Population aged 15 years and over at work","Number","27243"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","02","Bicycle","901","Children at school aged between 5 and 12 years","Number","4576"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","02","Bicycle","902","Students at school or college aged between 13 and 18 years","Number","5832"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","02","Bicycle","903","Students at school or college aged 19 years and over","Number","3719"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","03","Bus, minibus or coach","-06","All persons","Number","92961"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","03","Bus, minibus or coach","904","Population aged 15 years and over at work","Number","22083"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","03","Bus, minibus or coach","901","Children at school aged between 5 and 12 years","Number","21415"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","03","Bus, minibus or coach","902","Students at school or college aged between 13 and 18 years","Number","42171"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","03","Bus, minibus or coach","903","Students at school or college aged 19 years and over","Number","7292"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","04","Train, DART or LUAS","-06","All persons","Number","10802"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","04","Train, DART or LUAS","904","Population aged 15 years and over at work","Number","6817"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","04","Train, DART or LUAS","901","Children at school aged between 5 and 12 years","Number","348"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","04","Train, DART or LUAS","902","Students at school or college aged between 13 and 18 years","Number","1861"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","04","Train, DART or LUAS","903","Students at school or college aged 19 years and over","Number","1776"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","05","Motorcycle or scooter","-06","All persons","Number","3614"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","05","Motorcycle or scooter","904","Population aged 15 years and over at work","Number","3357"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","05","Motorcycle or scooter","901","Children at school aged between 5 and 12 years","Number","0"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","05","Motorcycle or scooter","902","Students at school or college aged between 13 and 18 years","Number","78"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","05","Motorcycle or scooter","903","Students at school or college aged 19 years and over","Number","179"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","06","Motor car: Driver","-06","All persons","Number","405766"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","06","Motor car: Driver","904","Population aged 15 years and over at work","Number","390300"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","06","Motor car: Driver","901","Children at school aged between 5 and 12 years","Number","0"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","06","Motor car: Driver","902","Students at school or college aged between 13 and 18 years","Number","2592"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","06","Motor car: Driver","903","Students at school or college aged 19 years and over","Number","12874"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","07","Motor car: Passenger","-06","All persons","Number","162183"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","07","Motor car: Passenger","904","Population aged 15 years and over at work","Number","29631"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","07","Motor car: Passenger","901","Children at school aged between 5 and 12 years","Number","67210"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","07","Motor car: Passenger","902","Students at school or college aged between 13 and 18 years","Number","59408"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","07","Motor car: Passenger","903","Students at school or college aged 19 years and over","Number","5934"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","11","Van","-06","All persons","Number","32064"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","11","Van","904","Population aged 15 years and over at work","Number","31557"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","11","Van","901","Children at school aged between 5 and 12 years","Number","219"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","11","Van","902","Students at school or college aged between 13 and 18 years","Number","195"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","11","Van","903","Students at school or college aged 19 years and over","Number","93"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","12","Other, incl. lorry","-06","All persons","Number","2861"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","12","Other, incl. lorry","904","Population aged 15 years and over at work","Number","2599"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","12","Other, incl. lorry","901","Children at school aged between 5 and 12 years","Number","125"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","12","Other, incl. lorry","902","Students at school or college aged between 13 and 18 years","Number","104"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","12","Other, incl. lorry","903","Students at school or college aged 19 years and over","Number","33"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","98","Not stated","-06","All persons","Number","4026"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","98","Not stated","904","Population aged 15 years and over at work","Number","1321"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","98","Not stated","901","Children at school aged between 5 and 12 years","Number","1793"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","98","Not stated","902","Students at school or college aged between 13 and 18 years","Number","783"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","98","Not stated","903","Students at school or college aged 19 years and over","Number","129"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","-","All means of travel","-06","All persons","Number","894844"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","-","All means of travel","904","Population aged 15 years and over at work","Number","572174"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","-","All means of travel","901","Children at school aged between 5 and 12 years","Number","131018"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","-","All means of travel","902","Students at school or college aged between 13 and 18 years","Number","143720"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","-","Both sexes","-","All means of travel","903","Students at school or college aged 19 years and over","Number","47932"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","01","On foot","-06","All persons","Number","62220"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","01","On foot","904","Population aged 15 years and over at work","Number","23661"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","01","On foot","901","Children at school aged between 5 and 12 years","Number","17251"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","01","On foot","902","Students at school or college aged between 13 and 18 years","Number","14624"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","01","On foot","903","Students at school or college aged 19 years and over","Number","6684"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","02","Bicycle","-06","All persons","Number","29897"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","02","Bicycle","904","Population aged 15 years and over at work","Number","19296"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","02","Bicycle","901","Children at school aged between 5 and 12 years","Number","2934"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","02","Bicycle","902","Students at school or college aged between 13 and 18 years","Number","5053"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","02","Bicycle","903","Students at school or college aged 19 years and over","Number","2614"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","03","Bus, minibus or coach","-06","All persons","Number","44847"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","03","Bus, minibus or coach","904","Population aged 15 years and over at work","Number","9162"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","03","Bus, minibus or coach","901","Children at school aged between 5 and 12 years","Number","11143"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","03","Bus, minibus or coach","902","Students at school or college aged between 13 and 18 years","Number","21380"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","03","Bus, minibus or coach","903","Students at school or college aged 19 years and over","Number","3162"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","04","Train, DART or LUAS","-06","All persons","Number","5159"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","04","Train, DART or LUAS","904","Population aged 15 years and over at work","Number","3284"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","04","Train, DART or LUAS","901","Children at school aged between 5 and 12 years","Number","204"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","04","Train, DART or LUAS","902","Students at school or college aged between 13 and 18 years","Number","886"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","04","Train, DART or LUAS","903","Students at school or college aged 19 years and over","Number","785"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","05","Motorcycle or scooter","-06","All persons","Number","3005"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","05","Motorcycle or scooter","904","Population aged 15 years and over at work","Number","2810"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","05","Motorcycle or scooter","901","Children at school aged between 5 and 12 years","Number","0"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","05","Motorcycle or scooter","902","Students at school or college aged between 13 and 18 years","Number","66"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","05","Motorcycle or scooter","903","Students at school or college aged 19 years and over","Number","129"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","06","Motor car: Driver","-06","All persons","Number","183960"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","06","Motor car: Driver","904","Population aged 15 years and over at work","Number","176781"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","06","Motor car: Driver","901","Children at school aged between 5 and 12 years","Number","0"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","06","Motor car: Driver","902","Students at school or college aged between 13 and 18 years","Number","1478"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","06","Motor car: Driver","903","Students at school or college aged 19 years and over","Number","5701"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","07","Motor car: Passenger","-06","All persons","Number","78040"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","07","Motor car: Passenger","904","Population aged 15 years and over at work","Number","12675"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","07","Motor car: Passenger","901","Children at school aged between 5 and 12 years","Number","34002"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","07","Motor car: Passenger","902","Students at school or college aged between 13 and 18 years","Number","28740"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","07","Motor car: Passenger","903","Students at school or college aged 19 years and over","Number","2623"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","11","Van","-06","All persons","Number","31055"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","11","Van","904","Population aged 15 years and over at work","Number","30738"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","11","Van","901","Children at school aged between 5 and 12 years","Number","140"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","11","Van","902","Students at school or college aged between 13 and 18 years","Number","98"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","11","Van","903","Students at school or college aged 19 years and over","Number","79"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","12","Other, incl. lorry","-06","All persons","Number","2518"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","12","Other, incl. lorry","904","Population aged 15 years and over at work","Number","2382"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","12","Other, incl. lorry","901","Children at school aged between 5 and 12 years","Number","69"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","12","Other, incl. lorry","902","Students at school or college aged between 13 and 18 years","Number","50"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","12","Other, incl. lorry","903","Students at school or college aged 19 years and over","Number","17"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","98","Not stated","-06","All persons","Number","2097"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","98","Not stated","904","Population aged 15 years and over at work","Number","721"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","98","Not stated","901","Children at school aged between 5 and 12 years","Number","904"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","98","Not stated","902","Students at school or college aged between 13 and 18 years","Number","416"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","98","Not stated","903","Students at school or college aged 19 years and over","Number","56"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","-","All means of travel","-06","All persons","Number","442798"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","-","All means of travel","904","Population aged 15 years and over at work","Number","281510"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","-","All means of travel","901","Children at school aged between 5 and 12 years","Number","66647"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","-","All means of travel","902","Students at school or college aged between 13 and 18 years","Number","72791"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","1","Male","-","All means of travel","903","Students at school or college aged 19 years and over","Number","21850"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","01","On foot","-06","All persons","Number","76977"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","01","On foot","904","Population aged 15 years and over at work","Number","33605"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","01","On foot","901","Children at school aged between 5 and 12 years","Number","18081"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","01","On foot","902","Students at school or college aged between 13 and 18 years","Number","16072"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","01","On foot","903","Students at school or college aged 19 years and over","Number","9219"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","02","Bicycle","-06","All persons","Number","11473"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","02","Bicycle","904","Population aged 15 years and over at work","Number","7947"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","02","Bicycle","901","Children at school aged between 5 and 12 years","Number","1642"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","02","Bicycle","902","Students at school or college aged between 13 and 18 years","Number","779"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","02","Bicycle","903","Students at school or college aged 19 years and over","Number","1105"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","03","Bus, minibus or coach","-06","All persons","Number","48114"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","03","Bus, minibus or coach","904","Population aged 15 years and over at work","Number","12921"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","03","Bus, minibus or coach","901","Children at school aged between 5 and 12 years","Number","10272"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","03","Bus, minibus or coach","902","Students at school or college aged between 13 and 18 years","Number","20791"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","03","Bus, minibus or coach","903","Students at school or college aged 19 years and over","Number","4130"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","04","Train, DART or LUAS","-06","All persons","Number","5643"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","04","Train, DART or LUAS","904","Population aged 15 years and over at work","Number","3533"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","04","Train, DART or LUAS","901","Children at school aged between 5 and 12 years","Number","144"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","04","Train, DART or LUAS","902","Students at school or college aged between 13 and 18 years","Number","975"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","04","Train, DART or LUAS","903","Students at school or college aged 19 years and over","Number","991"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","05","Motorcycle or scooter","-06","All persons","Number","609"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","05","Motorcycle or scooter","904","Population aged 15 years and over at work","Number","547"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","05","Motorcycle or scooter","901","Children at school aged between 5 and 12 years","Number","0"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","05","Motorcycle or scooter","902","Students at school or college aged between 13 and 18 years","Number","12"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","05","Motorcycle or scooter","903","Students at school or college aged 19 years and over","Number","50"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","06","Motor car: Driver","-06","All persons","Number","221806"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","06","Motor car: Driver","904","Population aged 15 years and over at work","Number","213519"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","06","Motor car: Driver","901","Children at school aged between 5 and 12 years","Number","0"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","06","Motor car: Driver","902","Students at school or college aged between 13 and 18 years","Number","1114"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","06","Motor car: Driver","903","Students at school or college aged 19 years and over","Number","7173"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","07","Motor car: Passenger","-06","All persons","Number","84143"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","07","Motor car: Passenger","904","Population aged 15 years and over at work","Number","16956"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","07","Motor car: Passenger","901","Children at school aged between 5 and 12 years","Number","33208"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","07","Motor car: Passenger","902","Students at school or college aged between 13 and 18 years","Number","30668"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","07","Motor car: Passenger","903","Students at school or college aged 19 years and over","Number","3311"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","11","Van","-06","All persons","Number","1009"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","11","Van","904","Population aged 15 years and over at work","Number","819"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","11","Van","901","Children at school aged between 5 and 12 years","Number","79"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","11","Van","902","Students at school or college aged between 13 and 18 years","Number","97"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","11","Van","903","Students at school or college aged 19 years and over","Number","14"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","12","Other, incl. lorry","-06","All persons","Number","343"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","12","Other, incl. lorry","904","Population aged 15 years and over at work","Number","217"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","12","Other, incl. lorry","901","Children at school aged between 5 and 12 years","Number","56"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","12","Other, incl. lorry","902","Students at school or college aged between 13 and 18 years","Number","54"
"FY081C03","Journey time 15 mins - < 30 mins","2022","2022","2","Female","12","Other, incl. lorry","903","Students at school or college aged 19 years and over","Number","16"
