"STATISTIC","Statistic Label","TLIST(A1)","Year","C03935V04687","Mode of Transport","C01198V01436","Weeks of the year","UNIT","VALUE"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","07","Week 07","Number","2145226"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","08","Week 08","Number","2104859"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","09","Week 09","Number","2393755"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","10","Week 10","Number","2300757"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","11","Week 11","Number","2121172"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","12","Week 12","Number","2432024"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","13","Week 13","Number","2371286"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","14","Week 14","Number","2450481"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","15","Week 15","Number","2266854"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","16","Week 16","Number","2229079"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","17","Week 17","Number","2471590"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","18","Week 18","Number","2335362"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","19","Week 19","Number","2267822"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","20","Week 20","Number","2454491"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","21","Week 21","Number","2449292"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","22","Week 22","Number","2461534"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","23","Week 23","Number","2417295"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","24","Week 24","Number","2297192"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","25","Week 25","Number","2458431"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","26","Week 26","Number","2456029"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","27","Week 27","Number","2455447"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","28","Week 28","Number","2463379"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","29","Week 29","Number","2437677"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","30","Week 30","Number","2428637"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","31","Week 31","Number","2391497"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","32","Week 32","Number","2569142"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","33","Week 33","Number","2555241"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","34","Week 34","Number","2614443"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","35","Week 35","Number","2694493"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","36","Week 36","Number","2770458"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","37","Week 37","Number","2991127"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","38","Week 38","Number","3026029"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","39","Week 39","Number","3092163"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","40","Week 40","Number","3132650"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","41","Week 41","Number","3130260"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","42","Week 42","Number","3096053"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","43","Week 43","Number","3157869"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","44","Week 44","Number","2723592"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","45","Week 45","Number","3157496"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","46","Week 46","Number","3192643"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","47","Week 47","Number","3114790"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","48","Week 48","Number","3147713"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","49","Week 49","Number","3073856"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","50","Week 50","Number","3050335"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","51","Week 51","Number","2741688"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","52","Week 52","Number","2840848"
"THA24C01","Passenger Journeys","2022","2022","10","Dublin Metro Bus","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","01","Week 01","Number","365503"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","02","Week 02","Number","475432"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","03","Week 03","Number","519750"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","04","Week 04","Number","550396"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","05","Week 05","Number","562335"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","06","Week 06","Number","582446"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","07","Week 07","Number","527018"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","08","Week 08","Number","543279"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","09","Week 09","Number","612819"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","10","Week 10","Number","572414"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","11","Week 11","Number","540807"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","12","Week 12","Number","608648"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","13","Week 13","Number","591604"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","14","Week 14","Number","616574"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","15","Week 15","Number","556672"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","16","Week 16","Number","570284"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","17","Week 17","Number","666915"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","18","Week 18","Number","645649"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","19","Week 19","Number","681036"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","20","Week 20","Number","668361"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","21","Week 21","Number","671051"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","22","Week 22","Number","675775"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","23","Week 23","Number","628508"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","24","Week 24","Number","689753"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","25","Week 25","Number","672758"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","26","Week 26","Number","641014"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","27","Week 27","Number","688352"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","28","Week 28","Number","693305"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","29","Week 29","Number","668149"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","30","Week 30","Number","654034"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","31","Week 31","Number","599663"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","32","Week 32","Number","700075"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","33","Week 33","Number","687677"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","34","Week 34","Number","719994"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","35","Week 35","Number","703280"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","36","Week 36","Number","746245"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","37","Week 37","Number","823471"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","38","Week 38","Number","849445"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","39","Week 39","Number","885387"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","40","Week 40","Number","896210"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","41","Week 41","Number","885730"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","42","Week 42","Number","866776"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","43","Week 43","Number","891987"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","44","Week 44","Number","736242"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","45","Week 45","Number","864536"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","46","Week 46","Number","891579"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","47","Week 47","Number","871810"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","48","Week 48","Number","852232"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","49","Week 49","Number","840769"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","50","Week 50","Number","800708"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","51","Week 51","Number","662302"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","52","Week 52","Number","478378"
"THA24C01","Passenger Journeys","2022","2022","20","Bus, excluding Dublin Metro","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2022","2022","30","Rail","01","Week 01","Number","288051"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","02","Week 02","Number","357666"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","03","Week 03","Number","399947"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","04","Week 04","Number","453379"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","05","Week 05","Number","524640"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","06","Week 06","Number","477140"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","07","Week 07","Number","471325"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","08","Week 08","Number","533442"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","09","Week 09","Number","589825"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","10","Week 10","Number","507442"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","11","Week 11","Number","580364"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","12","Week 12","Number","598637"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","13","Week 13","Number","602411"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","14","Week 14","Number","581420"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","15","Week 15","Number","557169"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","16","Week 16","Number","590864"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","17","Week 17","Number","599078"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","18","Week 18","Number","633863"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","19","Week 19","Number","672546"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","20","Week 20","Number","650548"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","21","Week 21","Number","663418"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","22","Week 22","Number","700921"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","23","Week 23","Number","646250"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","24","Week 24","Number","718874"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","25","Week 25","Number","777823"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","26","Week 26","Number","723963"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","27","Week 27","Number","768799"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","28","Week 28","Number","788475"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","29","Week 29","Number","780426"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","30","Week 30","Number","694529"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","31","Week 31","Number","695776"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","32","Week 32","Number","776829"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","33","Week 33","Number","708368"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","34","Week 34","Number","753379"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","35","Week 35","Number","674115"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","36","Week 36","Number","735395"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","37","Week 37","Number","781714"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","38","Week 38","Number","777177"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","39","Week 39","Number","841960"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","40","Week 40","Number","841573"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","41","Week 41","Number","814269"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","42","Week 42","Number","824247"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","43","Week 43","Number","799752"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","44","Week 44","Number","767786"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","45","Week 45","Number","860900"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","46","Week 46","Number","863826"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","47","Week 47","Number","810472"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","48","Week 48","Number","810146"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","49","Week 49","Number","831900"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","50","Week 50","Number","805056"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","51","Week 51","Number","619257"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","52","Week 52","Number","410985"
"THA24C01","Passenger Journeys","2022","2022","30","Rail","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","01","Week 01","Number","2059797"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","02","Week 02","Number","2612333"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","03","Week 03","Number","2885771"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","04","Week 04","Number","3113728"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","05","Week 05","Number","3267226"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","06","Week 06","Number","3282180"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","07","Week 07","Number","3143569"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","08","Week 08","Number","3181580"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","09","Week 09","Number","3596399"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","10","Week 10","Number","3380613"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","11","Week 11","Number","3242343"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","12","Week 12","Number","3639309"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","13","Week 13","Number","3565301"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","14","Week 14","Number","3648475"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","15","Week 15","Number","3380695"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","16","Week 16","Number","3390227"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","17","Week 17","Number","3737583"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","18","Week 18","Number","3614874"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","19","Week 19","Number","3621404"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","20","Week 20","Number","3773400"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","21","Week 21","Number","3783761"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","22","Week 22","Number","3838230"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","23","Week 23","Number","3692053"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","24","Week 24","Number","3705819"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","25","Week 25","Number","3909012"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","26","Week 26","Number","3821006"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","27","Week 27","Number","3912598"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","28","Week 28","Number","3945159"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","29","Week 29","Number","3886252"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","30","Week 30","Number","3777200"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","31","Week 31","Number","3686936"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","32","Week 32","Number","4046046"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","33","Week 33","Number","3951286"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","34","Week 34","Number","4087816"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","35","Week 35","Number","4071888"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","36","Week 36","Number","4252098"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","37","Week 37","Number","4596312"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","38","Week 38","Number","4652651"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","39","Week 39","Number","4819510"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","40","Week 40","Number","4870433"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","41","Week 41","Number","4830259"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","42","Week 42","Number","4787076"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","43","Week 43","Number","4849608"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","44","Week 44","Number","4227620"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","45","Week 45","Number","4882932"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","46","Week 46","Number","4948048"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","47","Week 47","Number","4797072"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","48","Week 48","Number","4810091"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","49","Week 49","Number","4746525"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","50","Week 50","Number","4656099"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","51","Week 51","Number","4023247"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","52","Week 52","Number","3730211"
"THA24C01","Passenger Journeys","2022","2022","40","All public transport, excluding LUAS","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","01","Week 01","Number","2325239"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","02","Week 02","Number","2791337"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","03","Week 03","Number","2948010"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","04","Week 04","Number","3166957"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","05","Week 05","Number","3157789"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","06","Week 06","Number","2957697"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","07","Week 07","Number","3095444"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","08","Week 08","Number","3232516"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","09","Week 09","Number","3207780"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","10","Week 10","Number","3133172"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","11","Week 11","Number","2964999"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","12","Week 12","Number","3207312"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","13","Week 13","Number","3274633"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","14","Week 14","Number","3030252"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","15","Week 15","Number","2814650"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","16","Week 16","Number","3267439"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","17","Week 17","Number","3325827"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","18","Week 18","Number","3082566"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","19","Week 19","Number","3207366"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","20","Week 20","Number","3127899"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","21","Week 21","Number","3173348"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","22","Week 22","Number","3200660"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","23","Week 23","Number","2904610"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","24","Week 24","Number","3057569"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","25","Week 25","Number","3057052"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","26","Week 26","Number","3108755"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","27","Week 27","Number","3046360"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","28","Week 28","Number","2939504"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","29","Week 29","Number","2956246"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","30","Week 30","Number","2998446"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","31","Week 31","Number","2907903"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","32","Week 32","Number","2807912"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","33","Week 33","Number","2935441"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","34","Week 34","Number","2989135"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","35","Week 35","Number","3134289"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","36","Week 36","Number","3266735"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","37","Week 37","Number","3332761"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","38","Week 38","Number","3558455"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","39","Week 39","Number","3517509"
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","40","Week 40","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","41","Week 41","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","42","Week 42","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","43","Week 43","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","44","Week 44","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","45","Week 45","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","46","Week 46","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","47","Week 47","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","48","Week 48","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","49","Week 49","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","50","Week 50","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","51","Week 51","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","52","Week 52","Number",""
"THA24C01","Passenger Journeys","2023","2023","10","Dublin Metro Bus","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","01","Week 01","Number","614352"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","02","Week 02","Number","742138"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","03","Week 03","Number","791800"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","04","Week 04","Number","858179"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","05","Week 05","Number","867139"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","06","Week 06","Number","803293"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","07","Week 07","Number","882482"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","08","Week 08","Number","885217"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","09","Week 09","Number","878491"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","10","Week 10","Number","847587"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","11","Week 11","Number","819312"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","12","Week 12","Number","849417"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","13","Week 13","Number","854952"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","14","Week 14","Number","815998"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","15","Week 15","Number","736415"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","16","Week 16","Number","880537"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","17","Week 17","Number","883494"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","18","Week 18","Number","825877"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","19","Week 19","Number","878188"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","20","Week 20","Number","862338"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","21","Week 21","Number","870042"
"THA24C01","Passenger Journeys","2023","2023","20","Bus, excluding Dublin Metro","22","Week 22","Number","865585"
