"STATISTIC","Statistic Label","TLIST(A1)","Year","C03935V04687","Mode of Transport","C01198V01436","Weeks of the year","UNIT","VALUE"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","01","Week 01","Number","1987891"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","02","Week 02","Number","2709579"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","03","Week 03","Number","2784678"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","04","Week 04","Number","2858346"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","05","Week 05","Number","2924821"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","06","Week 06","Number","2979960"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","07","Week 07","Number","3053710"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","08","Week 08","Number","2927041"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","09","Week 09","Number","2989171"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","10","Week 10","Number","3065148"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","11","Week 11","Number","2998440"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","12","Week 12","Number","2742468"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","13","Week 13","Number","3136873"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","14","Week 14","Number","3087216"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","15","Week 15","Number","3101074"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","16","Week 16","Number","2723661"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","17","Week 17","Number","2535513"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","18","Week 18","Number","2990676"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","19","Week 19","Number","2719955"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","20","Week 20","Number","2960967"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","21","Week 21","Number","2938021"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","22","Week 22","Number","2900323"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","23","Week 23","Number","2591616"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","24","Week 24","Number","2844409"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","25","Week 25","Number","2826773"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","26","Week 26","Number","2840156"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","27","Week 27","Number","2953254"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","28","Week 28","Number","2954091"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","29","Week 29","Number","2895372"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","30","Week 30","Number","2939485"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","31","Week 31","Number","2725260"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","32","Week 32","Number","2547806"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","33","Week 33","Number","2724875"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","34","Week 34","Number","2793023"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","35","Week 35","Number","2872215"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","36","Week 36","Number","2999569"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","37","Week 37","Number","3109763"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","38","Week 38","Number","3182473"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","39","Week 39","Number","3204042"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","40","Week 40","Number","3139165"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","41","Week 41","Number","3243670"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","42","Week 42","Number","3238993"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","43","Week 43","Number","3170924"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","44","Week 44","Number","2708101"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","45","Week 45","Number","3130443"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","46","Week 46","Number","3206894"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","47","Week 47","Number","3192052"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","48","Week 48","Number","3251721"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","49","Week 49","Number","3215990"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","50","Week 50","Number","3271738"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","51","Week 51","Number","3166707"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","52","Week 52","Number","1599369"
"THA24C01","Passenger Journeys","2019","2019","10","Dublin Metro Bus","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","01","Week 01","Number","497598"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","02","Week 02","Number","633764"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","03","Week 03","Number","678097"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","04","Week 04","Number","676140"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","05","Week 05","Number","672440"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","06","Week 06","Number","696573"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","07","Week 07","Number","736594"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","08","Week 08","Number","677931"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","09","Week 09","Number","706297"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","10","Week 10","Number","718505"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","11","Week 11","Number","731042"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","12","Week 12","Number","665202"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","13","Week 13","Number","749734"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","14","Week 14","Number","725196"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","15","Week 15","Number","717874"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","16","Week 16","Number","636735"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","17","Week 17","Number","601236"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","18","Week 18","Number","727961"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","19","Week 19","Number","650874"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","20","Week 20","Number","691221"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","21","Week 21","Number","701342"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","22","Week 22","Number","681399"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","23","Week 23","Number","617748"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","24","Week 24","Number","669882"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","25","Week 25","Number","680777"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","26","Week 26","Number","686867"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","27","Week 27","Number","705163"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","28","Week 28","Number","713037"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","29","Week 29","Number","701340"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","30","Week 30","Number","713657"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","31","Week 31","Number","680616"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","32","Week 32","Number","616761"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","33","Week 33","Number","697890"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","34","Week 34","Number","689702"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","35","Week 35","Number","695388"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","36","Week 36","Number","744038"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","37","Week 37","Number","820112"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","38","Week 38","Number","828356"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","39","Week 39","Number","814190"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","40","Week 40","Number","776594"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","41","Week 41","Number","824314"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","42","Week 42","Number","805498"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","43","Week 43","Number","824331"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","44","Week 44","Number","655906"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","45","Week 45","Number","775922"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","46","Week 46","Number","783830"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","47","Week 47","Number","772760"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","48","Week 48","Number","794233"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","49","Week 49","Number","773085"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","50","Week 50","Number","768340"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","51","Week 51","Number","900418"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","52","Week 52","Number","397160"
"THA24C01","Passenger Journeys","2019","2019","20","Bus, excluding Dublin Metro","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","01","Week 01","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","02","Week 02","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","03","Week 03","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","04","Week 04","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","05","Week 05","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","06","Week 06","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","07","Week 07","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","08","Week 08","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","09","Week 09","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","10","Week 10","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","11","Week 11","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","12","Week 12","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","13","Week 13","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","14","Week 14","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","15","Week 15","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","16","Week 16","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","17","Week 17","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","18","Week 18","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","19","Week 19","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","20","Week 20","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","21","Week 21","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","22","Week 22","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","23","Week 23","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","24","Week 24","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","25","Week 25","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","26","Week 26","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","27","Week 27","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","28","Week 28","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","29","Week 29","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","30","Week 30","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","31","Week 31","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","32","Week 32","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","33","Week 33","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","34","Week 34","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","35","Week 35","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","36","Week 36","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","37","Week 37","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","38","Week 38","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","39","Week 39","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","40","Week 40","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","41","Week 41","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","42","Week 42","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","43","Week 43","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","44","Week 44","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","45","Week 45","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","46","Week 46","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","47","Week 47","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","48","Week 48","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","49","Week 49","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","50","Week 50","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","51","Week 51","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","52","Week 52","Number",""
"THA24C01","Passenger Journeys","2019","2019","30","Rail","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","01","Week 01","Number","2485489"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","02","Week 02","Number","3343343"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","03","Week 03","Number","3462775"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","04","Week 04","Number","3534486"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","05","Week 05","Number","3597261"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","06","Week 06","Number","3676533"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","07","Week 07","Number","3790304"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","08","Week 08","Number","3604972"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","09","Week 09","Number","3695468"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","10","Week 10","Number","3783653"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","11","Week 11","Number","3729482"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","12","Week 12","Number","3407670"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","13","Week 13","Number","3886607"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","14","Week 14","Number","3812412"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","15","Week 15","Number","3818948"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","16","Week 16","Number","3360396"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","17","Week 17","Number","3136749"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","18","Week 18","Number","3718637"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","19","Week 19","Number","3370829"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","20","Week 20","Number","3652188"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","21","Week 21","Number","3639363"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","22","Week 22","Number","3581722"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","23","Week 23","Number","3209364"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","24","Week 24","Number","3514291"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","25","Week 25","Number","3507550"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","26","Week 26","Number","3527023"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","27","Week 27","Number","3658417"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","28","Week 28","Number","3667128"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","29","Week 29","Number","3596712"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","30","Week 30","Number","3653142"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","31","Week 31","Number","3405876"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","32","Week 32","Number","3164567"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","33","Week 33","Number","3422765"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","34","Week 34","Number","3482725"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","35","Week 35","Number","3567603"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","36","Week 36","Number","3743607"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","37","Week 37","Number","3929875"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","38","Week 38","Number","4010829"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","39","Week 39","Number","4018232"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","40","Week 40","Number","3915759"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","41","Week 41","Number","4067984"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","42","Week 42","Number","4044491"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","43","Week 43","Number","3995255"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","44","Week 44","Number","3364007"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","45","Week 45","Number","3906365"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","46","Week 46","Number","3990724"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","47","Week 47","Number","3964812"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","48","Week 48","Number","4045954"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","49","Week 49","Number","3989075"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","50","Week 50","Number","4040078"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","51","Week 51","Number","4067125"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","52","Week 52","Number","1996529"
"THA24C01","Passenger Journeys","2019","2019","40","All public transport, excluding LUAS","53","Week 53","Number",""
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","01","Week 01","Number","1970550"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","02","Week 02","Number","2830713"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","03","Week 03","Number","2907797"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","04","Week 04","Number","3076009"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","05","Week 05","Number","3152056"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","06","Week 06","Number","3104689"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","07","Week 07","Number","3097986"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","08","Week 08","Number","3046425"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","09","Week 09","Number","3145979"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","10","Week 10","Number","3103704"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","11","Week 11","Number","2451496"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","12","Week 12","Number","828756"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","13","Week 13","Number","593463"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","14","Week 14","Number","365560"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","15","Week 15","Number","374262"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","16","Week 16","Number","361266"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","17","Week 17","Number","408826"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","18","Week 18","Number","433369"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","19","Week 19","Number","449887"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","20","Week 20","Number","504279"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","21","Week 21","Number","631921"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","22","Week 22","Number","740034"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","23","Week 23","Number","717292"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","24","Week 24","Number","885658"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","25","Week 25","Number","1004952"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","26","Week 26","Number","1050419"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","27","Week 27","Number","1215359"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","28","Week 28","Number","1301584"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","29","Week 29","Number","1317821"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","30","Week 30","Number","1345580"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","31","Week 31","Number","1390530"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","32","Week 32","Number","1340117"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","33","Week 33","Number","1404722"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","34","Week 34","Number","1369602"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","35","Week 35","Number","1448462"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","36","Week 36","Number","1580362"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","37","Week 37","Number","1642110"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","38","Week 38","Number","1578521"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","39","Week 39","Number","1517678"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","40","Week 40","Number","1489761"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","41","Week 41","Number","1554561"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","42","Week 42","Number","1535839"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","43","Week 43","Number","1297841"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","44","Week 44","Number","868428"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","45","Week 45","Number","1163897"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","46","Week 46","Number","1169742"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","47","Week 47","Number","1207986"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","48","Week 48","Number","1241445"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","49","Week 49","Number","1586454"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","50","Week 50","Number","1682988"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","51","Week 51","Number","1745336"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","52","Week 52","Number","1076018"
"THA24C01","Passenger Journeys","2020","2020","10","Dublin Metro Bus","53","Week 53","Number","707458"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","01","Week 01","Number","523817"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","02","Week 02","Number","652672"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","03","Week 03","Number","693102"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","04","Week 04","Number","747531"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","05","Week 05","Number","755189"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","06","Week 06","Number","748401"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","07","Week 07","Number","729974"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","08","Week 08","Number","728267"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","09","Week 09","Number","738222"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","10","Week 10","Number","755581"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","11","Week 11","Number","585892"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","12","Week 12","Number","189509"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","13","Week 13","Number","143429"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","14","Week 14","Number","85598"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","15","Week 15","Number","91529"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","16","Week 16","Number","85871"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","17","Week 17","Number","100755"
"THA24C01","Passenger Journeys","2020","2020","20","Bus, excluding Dublin Metro","18","Week 18","Number","106193"
